  1.6,1.607,1.614,1.621,1.628,1.635,1.642,1.649,1.656,1.663, 1.67,1.677,1.684,1.691,1.698,1.705,1.712,1.719,1.726,1.733, 1.74,1.747,1.754,1.761,1.768,1.775,1.782,1.789,1.796,1.803, 1.81,1.817,1.824,1.831,1.838,1.845,1.852,1.859,1.866,1.873, 1.88,1.887,1.894,1.901,1.908,1.915,1.922,1.929,1.936,1.943, 1.95,1.957,1.964,1.971,1.978,1.985,1.992,1.999,2.006,2.013, 2.02,2.027,2.034,2.041,2.048,2.055,2.062,2.069,2.076,2.083, 2.09,2.097,2.104,2.111,2.118,2.125,2.132,2.139,2.146,2.153, 2.16,2.167,2.174,2.181,2.188,2.195,2.202,2.209,2.216,2.223, 2.23,2.237,2.244,2.251,2.258,2.265,2.272,2.279,2.286,2.293,  2.3,2.307,2.314,2.321,2.328,2.335,2.342,2.349,2.356,2.363, 2.37,2.377,2.384,2.391,2.398,2.405,2.412,2.419,2.426,2.433, 2.44,2.447,2.454,2.461,2.468,2.475,2.482,2.489,2.496,2.503, 2.51,2.517,2.524,2.531,2.538,2.545,2.552,2.559,2.566,2.573, 2.58,2.587,2.594,2.601,2.608,2.615,2.622,2.629,2.636,2.643, 2.65,2.657,2.664,2.671,2.678,2.685,2.692,2.699,2.706,2.713, 2.72,2.727,2.734,2.741,2.748,2.755,2.762,2.769,2.776,2.783, 2.79,2.797,2.804,2.811,2.818,2.825,2.832,2.839,2.846,2.853, 2.86,2.867,2.874,2.881,2.888,2.895,2.902,2.909,2.916,2.923, 2.93,2.937,2.944,2.951,2.958,2.965,2.972,2.979,2.986,2.993,    3,Label
-0.307272+0.907468i,-0.284518+0.911944i,-0.274946+0.916241i,-0.240387+0.922298i,-0.230466+0.928153i,-0.219863+0.934562i,-0.182814+0.931117i,-0.181446+0.943212i,-0.144512+0.954141i,-0.127072+0.950265i,-0.100818+0.953368i,-0.075789+0.951335i,-0.068374+0.959004i,-0.056839+0.952383i,-0.012285+0.954896i,-0.005758+0.965277i,0.011129+0.953204i,0.036318+0.953055i,0.06518+0.953397i,0.092939+0.944803i,0.096896+0.957497i,0.113153+0.940082i,0.14643+0.940113i,0.150424+0.920841i,0.182439+0.931449i,0.210229+0.929866i,0.22464+0.919741i,0.270165+0.909372i,0.269716+0.903837i,0.222065+0.920514i,0.312151+0.892162i,0.321733+0.888285i,0.337664+0.865469i,0.373525+0.865855i,0.38403+0.851925i,0.404036+0.844053i,0.415586+0.828062i,0.427921+0.821902i,0.454688+0.801485i,0.464364+0.785558i,0.484215+0.776802i,0.506969+0.748264i,0.507033+0.751057i,0.539892+0.727617i,0.535242+0.726324i,0.550547+0.711134i,0.574401+0.685522i,0.57616+0.669072i,0.582095+0.656039i,0.599145+0.646354i,0.611991+0.621358i,0.621009+0.609913i,0.630475+0.599375i,0.643155+0.584943i,0.657273+0.569072i,0.660323+0.562959i,0.666862+0.55673i,0.68859+0.526723i,0.688447+0.527711i,0.717751+0.478963i,0.711849+0.499396i,0.72933+0.468679i,0.736283+0.44658i,0.741143+0.441796i,0.74848+0.420845i,0.767188+0.392636i,0.769675+0.375862i,0.775882+0.356503i,0.777517+0.357528i,0.784041+0.308443i,0.796553+0.285282i,0.797295+0.271243i,0.789565+0.299872i,0.806301+0.215761i,0.812887+0.19928i,0.818948+0.186467i,0.814705+0.152681i,0.81141+0.144906i,0.806225+0.095447i,0.805549+0.100424i,0.804756+0.077816i,0.797808+0.061008i,0.792319+0.050638i,0.78135+0.0193i,0.779206-0.012407i,0.769884-0.024822i,0.764706-0.040916i,0.757819-0.05637i,0.743658-0.074111i,0.730472-0.089344i,0.726889-0.099961i,0.709474-0.135955i,0.697385-0.143559i,0.688463-0.137442i,0.674072-0.167738i,0.650393-0.201797i,0.645235-0.198161i,0.634673-0.195498i,0.621043-0.201889i,0.595256-0.222284i,0.592117-0.224567i,0.586562-0.217595i,0.562341-0.236838i,0.556035-0.237018i,0.546975-0.242527i,0.520572-0.25918i,0.517952-0.250749i,0.509226-0.26027i,0.495434-0.257461i,0.496138-0.252454i,0.479571-0.262607i,0.47013-0.263877i,0.456175-0.263763i,0.433387-0.28794i,0.442144-0.262655i,0.430377-0.27243i,0.431763-0.261108i,0.425899-0.263414i,0.416362-0.268047i,0.414375-0.264618i,0.422604-0.231416i,0.402901-0.260979i,0.40167-0.261151i,0.386347-0.267854i,0.387366-0.264644i,0.385413-0.262993i,0.389656-0.24583i,0.37574-0.262499i,0.375925-0.260956i,0.360855-0.272369i,0.363349-0.270308i,0.335466-0.292716i,0.357033-0.260004i,0.351107-0.271166i,0.359484-0.259847i,0.351133-0.274434i,0.347711-0.270503i,0.349347-0.272004i,0.353851-0.26374i,0.346462-0.273731i,0.351739-0.263182i,0.352548-0.282631i,0.349009-0.273297i,0.350073-0.284043i,0.350948-0.288561i,0.353089-0.285173i,0.353832-0.295392i,0.359021-0.301284i,0.359573-0.292705i,0.362203-0.305554i,0.355116-0.314549i,0.360248-0.324301i,0.369656-0.32294i,0.35634-0.346508i,0.367061-0.34649i,0.371036-0.356771i,0.383892-0.345666i,0.374496-0.374633i,0.363731-0.391404i,0.364204-0.400385i,0.360546-0.413222i,0.361467-0.421736i,0.353877-0.438586i,0.353803-0.447225i,0.343524-0.457645i,0.337018-0.468444i,0.319313-0.492844i,0.306027-0.498773i,0.296578-0.511218i,0.28322-0.522317i,0.259693-0.536715i,0.265528-0.542961i,0.247044-0.544348i,0.235091-0.557571i,0.210845-0.561295i,0.198984-0.567366i,0.194037-0.57106i,0.159827-0.57937i,0.133178-0.574487i,0.084393-0.587645i,0.132127-0.561062i,0.119748-0.566431i,0.098669-0.565876i,0.090393-0.557507i,0.078194-0.55987i,0.055251-0.556882i,0.057668-0.556264i,0.047705-0.550503i,0.03546-0.54431i,0.035572-0.539783i,0.021675-0.535939i,0.005828-0.529525i,-0.007969-0.527652i,-0.005029-0.52501i,-0.023454-0.51797i,-0.029402-0.522936i,-0.03828-0.509722i,-0.035527-0.513492i,-0.047529-0.508286i,-0.045281-0.506736i,-0.063995-0.50637i,96
-0.30794+0.906945i,-0.291048+0.911372i,-0.272588+0.919652i,-0.244252+0.919748i,-0.228114+0.927319i,-0.212257+0.934191i,-0.194247+0.936409i,-0.175448+0.944259i,-0.151523+0.951629i,-0.129245+0.949718i,-0.107611+0.948775i,-0.070193+0.954878i,-0.066124+0.960895i,-0.059586+0.956778i,-0.020236+0.959749i,-0.00947+0.96323i,0.008145+0.952106i,0.051046+0.954487i,0.056494+0.955701i,0.085687+0.950077i,0.104183+0.959374i,0.108355+0.942042i,0.162873+0.937165i,0.150477+0.925107i,0.182121+0.933795i,0.215993+0.925781i,0.213643+0.925081i,0.266676+0.907528i,0.270223+0.906714i,0.270218+0.912635i,0.37177+0.863703i,0.321624+0.892219i,0.338961+0.86648i,0.370495+0.864945i,0.385049+0.853379i,0.401026+0.846048i,0.41865+0.834378i,0.429212+0.821121i,0.462691+0.806139i,0.46993+0.793297i,0.48614+0.777491i,0.511271+0.748589i,0.507589+0.749603i,0.538533+0.726902i,0.539326+0.72694i,0.550542+0.710822i,0.570876+0.689776i,0.586938+0.681468i,0.587035+0.660684i,0.603329+0.645593i,0.609932+0.636368i,0.621005+0.609204i,0.631137+0.607143i,0.65458+0.575794i,0.657862+0.566671i,0.658192+0.566436i,0.668384+0.558536i,0.68363+0.539769i,0.691877+0.528958i,0.711986+0.504036i,0.711231+0.496246i,0.728125+0.467553i,0.743121+0.453001i,0.751015+0.437577i,0.753191+0.424372i,0.769569+0.391918i,0.772662+0.368203i,0.780838+0.35569i,0.789441+0.344685i,0.788569+0.323979i,0.802668+0.28655i,0.79819+0.27276i,0.809038+0.26253i,0.806402+0.231629i,0.815767+0.199714i,0.816894+0.18761i,0.815373+0.156759i,0.810363+0.149827i,0.810855+0.110288i,0.811338+0.09364i,0.804716+0.085566i,0.804495+0.063141i,0.797757+0.044919i,0.790191+0.025763i,0.790695-0.007964i,0.778309-0.025999i,0.773702-0.042318i,0.767392-0.06571i,0.752257-0.085088i,0.738799-0.10708i,0.733789-0.104088i,0.717614-0.132923i,0.705518-0.144361i,0.701933-0.14864i,0.682075-0.171084i,0.661749-0.219333i,0.649857-0.196518i,0.637299-0.209846i,0.62747-0.212505i,0.604695-0.224594i,0.601487-0.232067i,0.582981-0.237529i,0.568243-0.250116i,0.560843-0.252755i,0.549553-0.250533i,0.528579-0.2527i,0.523892-0.261416i,0.506478-0.27339i,0.494072-0.279733i,0.492213-0.272074i,0.477922-0.276232i,0.468554-0.27987i,0.451418-0.276846i,0.446222-0.275078i,0.440877-0.269624i,0.422891-0.285248i,0.424603-0.274973i,0.417387-0.272325i,0.409044-0.278374i,0.403669-0.270647i,0.401868-0.267248i,0.393743-0.269512i,0.385609-0.270362i,0.38097-0.276381i,0.378289-0.27466i,0.393214-0.249719i,0.374832-0.266861i,0.369-0.265519i,0.366355-0.268533i,0.345974-0.284248i,0.353596-0.2703i,0.328243-0.293877i,0.352653-0.276626i,0.345855-0.275655i,0.344845-0.267368i,0.348345-0.270106i,0.34131-0.27634i,0.337932-0.275014i,0.34158-0.271559i,0.338996-0.272245i,0.339146-0.273285i,0.34622-0.278025i,0.34506-0.274805i,0.344521-0.283655i,0.347745-0.289578i,0.351364-0.280084i,0.342617-0.294999i,0.35011-0.300215i,0.35176-0.295096i,0.353926-0.305758i,0.35476-0.308129i,0.352603-0.319703i,0.330636-0.35446i,0.34843-0.344559i,0.353689-0.343065i,0.356668-0.359277i,0.373214-0.353302i,0.364334-0.371781i,0.354633-0.384545i,0.35143-0.394852i,0.363034-0.410419i,0.351088-0.425282i,0.348047-0.430753i,0.342741-0.445285i,0.328884-0.457684i,0.325128-0.460917i,0.308727-0.481226i,0.30268-0.483934i,0.280497-0.50283i,0.275155-0.516723i,0.247724-0.524848i,0.259498-0.527645i,0.234405-0.540224i,0.224625-0.544106i,0.204429-0.548732i,0.190648-0.556572i,0.191619-0.556624i,0.169153-0.5574i,0.138141-0.558884i,0.140768-0.562082i,0.139729-0.555357i,0.115746-0.554335i,0.093655-0.550474i,0.08558-0.547191i,0.084145-0.543257i,0.048576-0.544758i,0.063179-0.538609i,0.04904-0.533009i,0.040901-0.529858i,0.037772-0.526511i,0.030692-0.523542i,0.015065-0.516991i,0.001636-0.511881i,-0.004903-0.513669i,-0.007704-0.509849i,-0.020439-0.510905i,-0.024996-0.505027i,-0.034486-0.50399i,-0.039032-0.501603i,-0.038678-0.504564i,-0.04828-0.502639i,96
-0.306206+0.908879i,-0.286496+0.911616i,-0.270027+0.922445i,-0.240113+0.925047i,-0.227175+0.93035i,-0.213334+0.930278i,-0.174096+0.938395i,-0.178039+0.946862i,-0.145268+0.952514i,-0.128951+0.947109i,-0.110229+0.949509i,-0.065931+0.955186i,-0.077337+0.959534i,-0.047888+0.953256i,-0.022128+0.95916i,-0.003265+0.957624i,0.017662+0.956574i,0.04031+0.952225i,0.051182+0.955251i,0.100021+0.949258i,0.105481+0.956976i,0.114621+0.941399i,0.158109+0.937599i,0.153426+0.926164i,0.188367+0.930092i,0.214851+0.927882i,0.223439+0.921692i,0.268613+0.905966i,0.270521+0.905205i,0.279091+0.906599i,0.314964+0.888503i,0.321261+0.890008i,0.336975+0.868575i,0.377485+0.865122i,0.380584+0.856933i,0.409718+0.852374i,0.41813+0.831507i,0.425652+0.827965i,0.460956+0.798902i,0.472933+0.796496i,0.489801+0.780139i,0.509594+0.763642i,0.508777+0.759989i,0.538051+0.73167i,0.547159+0.725305i,0.54979+0.712412i,0.569001+0.694471i,0.581463+0.692917i,0.584938+0.664033i,0.602479+0.646625i,0.618516+0.634211i,0.626105+0.615909i,0.630368+0.611313i,0.640133+0.592645i,0.658242+0.577789i,0.667271+0.570838i,0.667647+0.568358i,0.688793+0.546284i,0.694166+0.538635i,0.724937+0.503556i,0.711648+0.501016i,0.734617+0.477461i,0.746815+0.460958i,0.763216+0.435958i,0.758718+0.434879i,0.772588+0.415344i,0.770326+0.395687i,0.782882+0.373418i,0.787053+0.364371i,0.794898+0.326183i,0.806778+0.307613i,0.807347+0.272086i,0.811299+0.283261i,0.816274+0.234109i,0.823407+0.220212i,0.831463+0.19335i,0.827774+0.176234i,0.827431+0.159843i,0.821171+0.119379i,0.824243+0.110812i,0.819979+0.089564i,0.81836+0.064436i,0.813533+0.056193i,0.804572+0.021335i,0.804314+0.010441i,0.797615-0.013798i,0.790564-0.034591i,0.78324-0.062982i,0.768859-0.07688i,0.760478-0.095145i,0.755803-0.109527i,0.744356-0.132883i,0.729222-0.139102i,0.713585-0.145329i,0.710415-0.166997i,0.68119-0.244654i,0.677468-0.20458i,0.66307-0.213442i,0.655304-0.229792i,0.626375-0.242003i,0.62661-0.253709i,0.617904-0.254036i,0.591528-0.26799i,0.584999-0.272181i,0.568691-0.281933i,0.555145-0.286325i,0.536802-0.297618i,0.519048-0.304092i,0.509405-0.315082i,0.495693-0.312754i,0.488347-0.308929i,0.471205-0.308071i,0.468379-0.296017i,0.440565-0.317521i,0.438606-0.304381i,0.420973-0.313248i,0.419936-0.311516i,0.404468-0.311559i,0.391925-0.312419i,0.394793-0.298718i,0.383607-0.300347i,0.370185-0.305301i,0.368314-0.301189i,0.352639-0.301454i,0.358671-0.299541i,0.349458-0.298591i,0.338231-0.300442i,0.334629-0.293996i,0.331371-0.291042i,0.320321-0.289593i,0.319578-0.284946i,0.287531-0.305935i,0.309674-0.284183i,0.305036-0.278971i,0.301079-0.273137i,0.300629-0.280053i,0.294145-0.275633i,0.299076-0.265028i,0.301873-0.261725i,0.296633-0.263081i,0.305482-0.254265i,0.300759-0.270198i,0.307105-0.257511i,0.308537-0.264045i,0.308547-0.261306i,0.311806-0.260248i,0.311644-0.266506i,0.324184-0.261142i,0.318594-0.268759i,0.328579-0.273006i,0.326424-0.277081i,0.338654-0.280408i,0.336301-0.289726i,0.338091-0.305158i,0.345948-0.305614i,0.344315-0.322323i,0.352141-0.332146i,0.349433-0.340788i,0.35142-0.350012i,0.350448-0.366379i,0.350066-0.376845i,0.346763-0.390207i,0.341197-0.411889i,0.347355-0.413088i,0.329037-0.430139i,0.318131-0.444444i,0.316439-0.460813i,0.298276-0.462191i,0.28905-0.479348i,0.278114-0.493072i,0.247962-0.513718i,0.253769-0.514352i,0.245272-0.514461i,0.232763-0.531821i,0.216923-0.532723i,0.198172-0.542291i,0.192584-0.54573i,0.164942-0.544783i,0.149433-0.548584i,0.125554-0.551097i,0.12838-0.536866i,0.112887-0.542353i,0.088018-0.54266i,0.065899-0.542263i,0.076413-0.537176i,0.069794-0.534461i,0.0611-0.53163i,0.042577-0.525302i,0.036757-0.521667i,0.033052-0.51386i,0.025841-0.512413i,0.017258-0.507203i,-0.000411-0.509938i,-0.010808-0.503646i,-0.008303-0.503274i,-0.023618-0.502038i,-0.025368-0.496539i,-0.034062-0.490421i,-0.043616-0.48748i,-0.039888-0.495702i,-0.050786-0.491488i,96
-0.301921+0.908782i,-0.288144+0.912295i,-0.275961+0.913706i,-0.239252+0.917788i,-0.221008+0.931384i,-0.210196+0.936045i,-0.177458+0.936879i,-0.17854+0.943537i,-0.13729+0.952437i,-0.122778+0.946976i,-0.067946+0.954025i,-0.076254+0.946747i,-0.066873+0.957614i,-0.05333+0.956555i,-0.023928+0.957914i,-0.016025+0.96006i,0.016248+0.954438i,0.047035+0.953703i,0.057687+0.955463i,0.084698+0.94379i,0.111149+0.95966i,0.117701+0.940023i,0.144718+0.940159i,0.149739+0.92859i,0.188035+0.928311i,0.217395+0.923599i,0.215754+0.923846i,0.271553+0.909488i,0.268765+0.904095i,0.280585+0.902564i,0.306297+0.885208i,0.210125+0.919858i,0.345453+0.863155i,0.367107+0.867291i,0.372081+0.857637i,0.401942+0.848465i,0.422524+0.828819i,0.43573+0.818692i,0.460196+0.807771i,0.470045+0.795402i,0.494315+0.771549i,0.509804+0.757337i,0.517082+0.750868i,0.528156+0.735852i,0.555565+0.713924i,0.552354+0.707911i,0.56076+0.693793i,0.584171+0.683978i,0.593905+0.656376i,0.602346+0.646396i,0.607503+0.638222i,0.620812+0.623778i,0.627453+0.606622i,0.640585+0.59161i,0.660727+0.560558i,0.660512+0.558421i,0.663154+0.565749i,0.683344+0.540319i,0.690571+0.527416i,0.713621+0.496417i,0.705115+0.507048i,0.726823+0.470032i,0.739923+0.447632i,0.745101+0.448369i,0.748782+0.428626i,0.76685+0.403748i,0.77468+0.382133i,0.773242+0.374181i,0.786806+0.342143i,0.787633+0.304569i,0.800982+0.276234i,0.803932+0.248252i,0.80534+0.272043i,0.809538+0.217726i,0.818454+0.18565i,0.816371+0.173462i,0.819652+0.145629i,0.814731+0.134441i,0.809514+0.09537i,0.811241+0.075308i,0.803305+0.067146i,0.798746+0.052485i,0.793119+0.032791i,0.781496+0.008518i,0.785005-0.001542i,0.779132-0.02838i,0.770753-0.048015i,0.758161-0.068128i,0.75242-0.076864i,0.737138-0.100154i,0.734739-0.098464i,0.719696-0.137687i,0.704715-0.141712i,0.700182-0.141181i,0.684821-0.159058i,0.665724-0.205459i,0.651371-0.191139i,0.641997-0.201704i,0.633548-0.206629i,0.606795-0.22559i,0.606651-0.233437i,0.592684-0.233876i,0.57332-0.254527i,0.562522-0.247909i,0.551359-0.253741i,0.532433-0.261753i,0.525221-0.266366i,0.507748-0.26892i,0.497372-0.284853i,0.495547-0.272146i,0.483407-0.279499i,0.475682-0.275922i,0.460774-0.277395i,0.442681-0.292003i,0.444245-0.274846i,0.430285-0.281262i,0.432194-0.278348i,0.423983-0.275579i,0.415753-0.281046i,0.411852-0.272254i,0.39918-0.275581i,0.392776-0.278414i,0.396084-0.273485i,0.372347-0.279363i,0.388016-0.264403i,0.380789-0.268095i,0.366903-0.276019i,0.367813-0.271619i,0.362812-0.269686i,0.352744-0.281592i,0.348598-0.277342i,0.320377-0.300695i,0.340174-0.27976i,0.34042-0.271359i,0.340107-0.268568i,0.338099-0.278194i,0.333065-0.275504i,0.336806-0.26848i,0.335819-0.268236i,0.335648-0.267136i,0.338993-0.261238i,0.337077-0.277107i,0.340962-0.266581i,0.335537-0.27967i,0.346998-0.279655i,0.340636-0.280979i,0.345168-0.282706i,0.342229-0.292073i,0.351243-0.288356i,0.356077-0.293969i,0.354848-0.307876i,0.359897-0.307037i,0.363576-0.316247i,0.357046-0.332352i,0.361912-0.339647i,0.359311-0.356357i,0.384863-0.347483i,0.367353-0.372792i,0.371341-0.381453i,0.365308-0.386946i,0.371603-0.403083i,0.363059-0.42329i,0.359819-0.434627i,0.35539-0.442206i,0.338475-0.45578i,0.33134-0.461679i,0.310812-0.490553i,0.306748-0.492974i,0.291948-0.509454i,0.287561-0.520284i,0.265224-0.530581i,0.253478-0.535233i,0.241919-0.541714i,0.227171-0.552758i,0.204564-0.559181i,0.200615-0.562667i,0.195233-0.563847i,0.16154-0.568011i,0.128235-0.568913i,0.125952-0.555205i,0.135406-0.555i,0.118471-0.56199i,0.089783-0.559291i,0.091482-0.549424i,0.070671-0.554345i,0.061317-0.555017i,0.053667-0.543612i,0.051719-0.540607i,0.033775-0.535505i,0.038871-0.530868i,0.022056-0.526742i,0.007329-0.521701i,-0.013135-0.515282i,-0.013176-0.516296i,-0.016627-0.5135i,-0.030263-0.50379i,-0.029158-0.509519i,-0.038914-0.507177i,-0.019214-0.503644i,-0.038511-0.502056i,-0.053681-0.50314i,96
-0.303908+0.909803i,-0.290652+0.910647i,-0.271046+0.923068i,-0.231717+0.921205i,-0.231274+0.92899i,-0.213391+0.930414i,-0.179728+0.934305i,-0.173714+0.944595i,-0.145532+0.953435i,-0.12541+0.952188i,-0.063926+0.960877i,-0.065651+0.957044i,-0.06427+0.961322i,-0.055452+0.95925i,-0.025538+0.960352i,-0.009633+0.964292i,0.009929+0.952438i,0.039596+0.951802i,0.062475+0.956857i,0.091996+0.949171i,0.105917+0.958275i,0.117164+0.93697i,0.158417+0.938342i,0.148156+0.928837i,0.184675+0.935644i,0.216114+0.928528i,0.210541+0.92306i,0.264967+0.905972i,0.271253+0.906187i,0.271461+0.912129i,0.312601+0.889441i,0.313533+0.893304i,0.341655+0.865084i,0.36438+0.870407i,0.38506+0.855041i,0.407074+0.842616i,0.41654+0.832487i,0.425049+0.82667i,0.457342+0.813195i,0.466235+0.792553i,0.484807+0.781838i,0.568674+0.714783i,0.513401+0.745501i,0.542966+0.729518i,0.547922+0.725073i,0.542368+0.715969i,0.571031+0.69042i,0.580567+0.690711i,0.58472+0.668395i,0.598312+0.650655i,0.607694+0.632524i,0.634614+0.614727i,0.631975+0.607102i,0.640069+0.593444i,0.658514+0.56588i,0.656796+0.575264i,0.684431+0.541194i,0.690756+0.541903i,0.688694+0.534225i,0.71588+0.50301i,0.706879+0.514707i,0.731723+0.483714i,0.745465+0.448841i,0.748743+0.446198i,0.751009+0.432901i,0.768118+0.405481i,0.774799+0.389623i,0.780541+0.372409i,0.784279+0.3632i,0.790114+0.322597i,0.7984+0.309414i,0.802331+0.279004i,0.804147+0.278498i,0.816176+0.235164i,0.820477+0.208949i,0.825921+0.194087i,0.822172+0.173487i,0.817341+0.164209i,0.822564+0.110208i,0.815856+0.126148i,0.817898+0.089046i,0.812495+0.07244i,0.809039+0.053621i,0.800092+0.019521i,0.802936+0.002995i,0.791854-0.013247i,0.783271-0.044738i,0.774335-0.054914i,0.765549-0.070274i,0.752681-0.102389i,0.750809-0.097921i,0.739591-0.133371i,0.725784-0.142006i,0.714241-0.1517i,0.702591-0.168849i,0.679259-0.215352i,0.676414-0.1925i,0.662589-0.199454i,0.648109-0.22096i,0.626835-0.243026i,0.616863-0.249249i,0.609413-0.246688i,0.588187-0.264372i,0.575091-0.269352i,0.564418-0.274936i,0.540876-0.289014i,0.52154-0.307418i,0.511454-0.293683i,0.502679-0.299185i,0.499099-0.288844i,0.477814-0.303569i,0.466388-0.299396i,0.457676-0.296693i,0.439237-0.297701i,0.439142-0.289141i,0.417179-0.305141i,0.421187-0.293519i,0.407011-0.294629i,0.39651-0.295059i,0.392208-0.289818i,0.391675-0.285874i,0.378477-0.291416i,0.378028-0.285923i,0.363139-0.28711i,0.365553-0.283547i,0.359564-0.286862i,0.357667-0.281539i,0.346486-0.286575i,0.346689-0.278386i,0.337357-0.282546i,0.33373-0.282322i,0.305023-0.305274i,0.330882-0.279994i,0.32363-0.281799i,0.32247-0.275881i,0.321368-0.281098i,0.317021-0.276925i,0.31955-0.276331i,0.317102-0.275653i,0.311878-0.277071i,0.31778-0.267308i,0.320883-0.277675i,0.321562-0.268494i,0.315868-0.28138i,0.310385-0.292629i,0.322452-0.275012i,0.324521-0.282373i,0.323202-0.289885i,0.328702-0.280052i,0.328502-0.286001i,0.331145-0.294308i,0.334785-0.29913i,0.342053-0.307042i,0.334024-0.326762i,0.33962-0.322319i,0.332399-0.341125i,0.355505-0.343379i,0.341087-0.352486i,0.342557-0.357634i,0.341009-0.369477i,0.33932-0.385632i,0.341441-0.397585i,0.342285-0.400842i,0.327205-0.424555i,0.321812-0.426774i,0.322873-0.437253i,0.304475-0.461781i,0.304577-0.457485i,0.281415-0.479844i,0.279082-0.492i,0.263663-0.499977i,0.262409-0.506769i,0.227412-0.519396i,0.228862-0.526029i,0.222543-0.528408i,0.196368-0.537994i,0.191727-0.541978i,0.174242-0.546364i,0.153483-0.547036i,0.138358-0.547534i,0.130566-0.547669i,0.11786-0.543754i,0.093019-0.544128i,0.084974-0.542473i,0.077197-0.540297i,0.058387-0.537797i,0.062589-0.534517i,0.05-0.529414i,0.038567-0.525307i,0.030508-0.518186i,0.028836-0.518495i,0.017918-0.518973i,-0.005074-0.512571i,-0.005565-0.512502i,-0.009033-0.50574i,-0.02187-0.508262i,-0.030653-0.501931i,-0.029502-0.500399i,-0.041802-0.501475i,-0.040747-0.49696i,-0.052984-0.496499i,96
