Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.785109,0.520458
1607000000.0,-0.761627,0.558053
1614000000.0,-0.746679,0.585342
1621000000.0,-0.715514,0.618347
1628000000.0,-0.676663,0.654093
1635000000.0,-0.615659,0.706673
1642000000.0,-0.607684,0.71556
1649000000.0,-0.581133,0.73496
1656000000.0,-0.532753,0.764114
1663000000.0,-0.511619,0.780849
1670000000.0,-0.469764,0.806977
1677000000.0,-0.348174,0.859736
1684000000.0,-0.384894,0.849172
1691000000.0,-0.341065,0.86478
1698000000.0,-0.298887,0.883008
1705000000.0,-0.251735,0.89517
1712000000.0,-0.216458,0.904313
1719000000.0,-0.174716,0.915984
1726000000.0,-0.122663,0.917412
1733000000.0,-0.086333,0.924035
1740000000.0,-0.039357,0.926751
1747000000.0,-0.001497,0.92547
1754000000.0,0.051289,0.916625
1761000000.0,0.090294,0.911825
1768000000.0,0.131728,0.906405
1775000000.0,0.175136,0.892773
1782000000.0,0.217246,0.880284
1789000000.0,0.262243,0.864124
1796000000.0,0.29606,0.84933
1803000000.0,0.338899,0.835909
1810000000.0,0.373179,0.820159
1817000000.0,0.415204,0.796577
1824000000.0,0.445629,0.782307
1831000000.0,0.487869,0.745154
1838000000.0,0.515777,0.723562
1845000000.0,0.537681,0.694035
1852000000.0,0.575996,0.661064
1859000000.0,0.601362,0.633829
1866000000.0,0.625523,0.606446
1873000000.0,0.656107,0.563344
1880000000.0,0.689458,0.524788
1887000000.0,0.709529,0.486891
1894000000.0,0.736603,0.454419
1901000000.0,0.752972,0.414989
1908000000.0,0.760559,0.373698
1915000000.0,0.774134,0.33614
1922000000.0,0.790882,0.290253
1929000000.0,0.793578,0.249077
1936000000.0,0.801767,0.202767
1943000000.0,0.810267,0.162999
1950000000.0,0.81363,0.123901
1957000000.0,0.807818,0.074137
1964000000.0,0.804533,0.043365
1971000000.0,0.799324,-0.007225
1978000000.0,0.787335,-0.046725
1985000000.0,0.771674,-0.084275
1992000000.0,0.760614,-0.128205
1999000000.0,0.73708,-0.173017
2006000000.0,0.713656,-0.205845
2013000000.0,0.689297,-0.237333
2020000000.0,0.661507,-0.262754
2027000000.0,0.63585,-0.286406
2034000000.0,0.603188,-0.306886
2041000000.0,0.576992,-0.318223
2048000000.0,0.54802,-0.334032
2055000000.0,0.524372,-0.345588
2062000000.0,0.495272,-0.355053
2069000000.0,0.474656,-0.358403
2076000000.0,0.457095,-0.361174
2083000000.0,0.438847,-0.366371
2090000000.0,0.420951,-0.373393
2097000000.0,0.413442,-0.374205
2104000000.0,0.403927,-0.38164
2111000000.0,0.398666,-0.38908
2118000000.0,0.398131,-0.397325
2125000000.0,0.390898,-0.41447
2132000000.0,0.381722,-0.43296
2139000000.0,0.36335,-0.457644
2146000000.0,0.347682,-0.476684
2153000000.0,0.328544,-0.494796
2160000000.0,0.294643,-0.509277
2167000000.0,0.265079,-0.528333
2174000000.0,0.227564,-0.542369
2181000000.0,0.186428,-0.55419
2188000000.0,0.149506,-0.553853
2195000000.0,0.119132,-0.548831
2202000000.0,0.075676,-0.539564
2209000000.0,0.055944,-0.523197
2216000000.0,0.024177,-0.505538
2223000000.0,-0.000645,-0.481866
2230000000.0,-0.018432,-0.455737
2237000000.0,-0.028076,-0.42831
2244000000.0,-0.033821,-0.40578
2251000000.0,-0.039809,-0.376958
2258000000.0,-0.030862,-0.353243
2265000000.0,-0.020404,-0.330254
2272000000.0,0.041684,-0.313763
2279000000.0,0.01319,-0.301323
2286000000.0,0.028412,-0.299378
2293000000.0,0.049782,-0.300866
2300000000.0,0.071332,-0.312281
2307000000.0,0.08613,-0.3313
2314000000.0,0.108078,-0.352601
2321000000.0,0.12153,-0.384315
2328000000.0,0.131606,-0.417044
2335000000.0,0.132183,-0.458629
2342000000.0,0.115785,-0.503875
2349000000.0,0.100935,-0.547559
2356000000.0,0.077579,-0.58584
2363000000.0,0.03102,-0.624349
2370000000.0,-0.003626,-0.654738
2377000000.0,-0.058024,-0.681246
2384000000.0,-0.108893,-0.697147
2391000000.0,-0.171071,-0.701013
2398000000.0,-0.230961,-0.702052
2405000000.0,-0.286057,-0.701264
2412000000.0,-0.339035,-0.695573
2419000000.0,-0.404857,-0.664262
2426000000.0,-0.448649,-0.649114
2433000000.0,-0.495999,-0.626064
2440000000.0,-0.544347,-0.593979
2447000000.0,-0.588854,-0.55197
2454000000.0,-0.62373,-0.522557
2461000000.0,-0.656955,-0.477617
2468000000.0,-0.683215,-0.441917
2475000000.0,-0.707462,-0.403149
2482000000.0,-0.73015,-0.344173
2489000000.0,-0.743831,-0.28904
2496000000.0,-0.762304,-0.236317
2503000000.0,-0.774792,-0.201688
2510000000.0,-0.778084,-0.154909
2517000000.0,-0.777691,-0.110626
2524000000.0,-0.775031,-0.067362
2531000000.0,-0.775772,-0.013342
2538000000.0,-0.765917,0.041032
2545000000.0,-0.753355,0.078721
2552000000.0,-0.738478,0.120485
2559000000.0,-0.716392,0.168676
2566000000.0,-0.693554,0.209447
2573000000.0,-0.667861,0.245667
2580000000.0,-0.635013,0.27889
2587000000.0,-0.604111,0.309193
2594000000.0,-0.566862,0.32969
2601000000.0,-0.533287,0.345453
2608000000.0,-0.489047,0.363248
2615000000.0,-0.455833,0.368558
2622000000.0,-0.409452,0.380794
2629000000.0,-0.385854,0.368568
2636000000.0,-0.352586,0.365796
2643000000.0,-0.334598,0.351221
2650000000.0,-0.319872,0.343317
2657000000.0,-0.312246,0.333111
2664000000.0,-0.308086,0.324598
2671000000.0,-0.300981,0.318409
2678000000.0,-0.305782,0.313734
2685000000.0,-0.300754,0.317312
2692000000.0,-0.307014,0.319902
2699000000.0,-0.310331,0.323267
2706000000.0,-0.313212,0.334502
2713000000.0,-0.32387,0.344259
2720000000.0,-0.326655,0.355322
2727000000.0,-0.326903,0.372431
2734000000.0,-0.321701,0.392223
2741000000.0,-0.325105,0.409689
2748000000.0,-0.314961,0.429997
2755000000.0,-0.311628,0.452192
2762000000.0,-0.307345,0.467082
2769000000.0,-0.285363,0.497291
2776000000.0,-0.263873,0.520476
2783000000.0,-0.173084,0.565087
2790000000.0,-0.201484,0.568392
2797000000.0,-0.184917,0.585847
2804000000.0,-0.146885,0.608171
2811000000.0,-0.114916,0.624575
2818000000.0,-0.078675,0.642026
2825000000.0,-0.047769,0.64899
2832000000.0,-0.013877,0.656917
2839000000.0,0.013668,0.659177
2846000000.0,0.049128,0.659543
2853000000.0,0.070253,0.655786
2860000000.0,0.116424,0.645961
2867000000.0,0.14461,0.635688
2874000000.0,0.185754,0.627113
2881000000.0,0.202335,0.61451
2888000000.0,0.247561,0.591274
2895000000.0,0.261839,0.586494
2902000000.0,0.280358,0.572286
2909000000.0,0.321777,0.545243
2916000000.0,0.335858,0.529982
2923000000.0,0.36287,0.509396
2930000000.0,0.382008,0.490815
2937000000.0,0.401296,0.471618
2944000000.0,0.42059,0.45156
2951000000.0,0.435717,0.430656
2958000000.0,0.443958,0.414329
2965000000.0,0.460181,0.385116
2972000000.0,0.472635,0.370634
2979000000.0,0.4861,0.346037
2986000000.0,0.496232,0.325512
2993000000.0,0.506807,0.30012
3000000000.0,0.518107,0.271901
