Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.796687,0.518054
1607000000.0,-0.747044,0.582521
1614000000.0,-0.719921,0.614357
1621000000.0,-0.688476,0.641512
1628000000.0,-0.658974,0.678244
1635000000.0,-0.620773,0.708864
1642000000.0,-0.578699,0.739435
1649000000.0,-0.547246,0.761871
1656000000.0,-0.499515,0.78961
1663000000.0,-0.471941,0.808736
1670000000.0,-0.43032,0.82639
1677000000.0,-0.381785,0.847307
1684000000.0,-0.354412,0.858898
1691000000.0,-0.308779,0.880391
1698000000.0,-0.259817,0.887657
1705000000.0,-0.217189,0.898142
1712000000.0,-0.1738,0.906632
1719000000.0,-0.128125,0.916821
1726000000.0,-0.084743,0.916902
1733000000.0,-0.039071,0.924284
1740000000.0,-0.00486,0.921873
1747000000.0,0.040297,0.916496
1754000000.0,0.081375,0.909079
1761000000.0,0.121772,0.900679
1768000000.0,0.169535,0.889969
1775000000.0,0.198404,0.876735
1782000000.0,0.252549,0.861765
1789000000.0,0.287472,0.851003
1796000000.0,0.32279,0.833402
1803000000.0,0.367387,0.812212
1810000000.0,0.402062,0.790623
1817000000.0,0.440302,0.772182
1824000000.0,0.474855,0.751728
1831000000.0,0.516106,0.719079
1838000000.0,0.541124,0.691257
1845000000.0,0.561021,0.665582
1852000000.0,0.592546,0.63923
1859000000.0,0.616097,0.600707
1866000000.0,0.644115,0.575144
1873000000.0,0.679626,0.534571
1880000000.0,0.700957,0.498812
1887000000.0,0.724979,0.457888
1894000000.0,0.742913,0.421065
1901000000.0,0.763782,0.379125
1908000000.0,0.773086,0.337816
1915000000.0,0.781136,0.295966
1922000000.0,0.789543,0.254893
1929000000.0,0.795169,0.205289
1936000000.0,0.801021,0.161541
1943000000.0,0.80694,0.11891
1950000000.0,0.799777,0.087156
1957000000.0,0.799954,0.034948
1964000000.0,0.78891,-0.014412
1971000000.0,0.772138,-0.048012
1978000000.0,0.757351,-0.093693
1985000000.0,0.738762,-0.133637
1992000000.0,0.718921,-0.16423
1999000000.0,0.69118,-0.20235
2006000000.0,0.666857,-0.226251
2013000000.0,0.636264,-0.255933
2020000000.0,0.608447,-0.27364
2027000000.0,0.579326,-0.289576
2034000000.0,0.551728,-0.29896
2041000000.0,0.524169,-0.303864
2048000000.0,0.501418,-0.309957
2055000000.0,0.482205,-0.314912
