Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.786059,0.526245
1607000000.0,-0.761538,0.560202
1614000000.0,-0.738702,0.594579
1621000000.0,-0.716683,0.620795
1628000000.0,-0.676594,0.661183
1635000000.0,-0.639492,0.692225
1642000000.0,-0.606744,0.717919
1649000000.0,-0.56931,0.742683
1656000000.0,-0.418666,0.827974
1663000000.0,-0.492541,0.793849
1670000000.0,-0.450119,0.819729
1677000000.0,-0.421088,0.83371
1684000000.0,-0.378661,0.856835
1691000000.0,-0.332945,0.86766
1698000000.0,-0.29856,0.883466
1705000000.0,-0.253126,0.893203
1712000000.0,-0.201909,0.906277
1719000000.0,-0.161987,0.913241
1726000000.0,-0.118306,0.922887
1733000000.0,-0.073113,0.923895
1740000000.0,-0.027684,0.923377
1747000000.0,0.004276,0.925683
1754000000.0,0.032187,0.919265
1761000000.0,0.096966,0.911422
1768000000.0,0.134104,0.900493
1775000000.0,0.181999,0.894627
1782000000.0,0.213824,0.874663
1789000000.0,0.257334,0.866253
1796000000.0,0.293609,0.850361
1803000000.0,0.264272,0.866578
1810000000.0,0.377445,0.81205
1817000000.0,0.416936,0.791019
1824000000.0,0.445275,0.778352
1831000000.0,0.447863,0.771079
1838000000.0,0.516116,0.715556
1845000000.0,0.550488,0.685431
1852000000.0,0.581058,0.658164
1859000000.0,0.598462,0.628604
1866000000.0,0.633016,0.595962
1873000000.0,0.660093,0.56605
1880000000.0,0.687326,0.525655
1887000000.0,0.712791,0.483421
1894000000.0,0.733044,0.454591
1901000000.0,0.754121,0.409393
1908000000.0,0.766646,0.366301
1915000000.0,0.780322,0.333911
1922000000.0,0.787802,0.289203
1929000000.0,0.798024,0.24247
1936000000.0,0.803724,0.196491
1943000000.0,0.8121,0.155583
1950000000.0,0.808702,0.108246
1957000000.0,0.812344,0.073535
1964000000.0,0.802842,0.026435
1971000000.0,0.790642,-0.018359
1978000000.0,0.783377,-0.053151
1985000000.0,0.769317,-0.096144
1992000000.0,0.752425,-0.134034
1999000000.0,0.730067,-0.177698
2006000000.0,0.710739,-0.20034
2013000000.0,0.685355,-0.237639
2020000000.0,0.655174,-0.269053
2027000000.0,0.64371,-0.255731
2034000000.0,0.597575,-0.309094
2041000000.0,0.567507,-0.325022
2048000000.0,0.539597,-0.335126
2055000000.0,0.518245,-0.341022
2062000000.0,0.491127,-0.352987
2069000000.0,0.471986,-0.356296
2076000000.0,0.452356,-0.358242
2083000000.0,0.430351,-0.366718
2090000000.0,0.421368,-0.366816
2097000000.0,0.41517,-0.36653
2104000000.0,0.405989,-0.371162
2111000000.0,0.398312,-0.380837
2118000000.0,0.39344,-0.392854
2125000000.0,0.38525,-0.410446
2132000000.0,0.381381,-0.426494
2139000000.0,0.368522,-0.444036
2146000000.0,0.352043,-0.466063
2153000000.0,0.327397,-0.487128
2160000000.0,0.308473,-0.50205
2167000000.0,0.276905,-0.520899
2174000000.0,0.246198,-0.534206
2181000000.0,0.209267,-0.544922
2188000000.0,0.175476,-0.551204
2195000000.0,0.144969,-0.552463
2202000000.0,0.10845,-0.544109
2209000000.0,0.074607,-0.535922
2216000000.0,0.049624,-0.521774
2223000000.0,-0.031231,-0.500343
2230000000.0,0.003317,-0.484848
2237000000.0,-0.009869,-0.466517
2244000000.0,-0.023987,-0.43971
2251000000.0,-0.030786,-0.420052
2258000000.0,-0.031407,-0.397325
2265000000.0,-0.028837,-0.375574
2272000000.0,-0.016331,-0.357447
2279000000.0,-0.007736,-0.340882
2286000000.0,0.008125,-0.334178
2293000000.0,0.020911,-0.335548
2300000000.0,0.042418,-0.340221
2307000000.0,0.058448,-0.355923
2314000000.0,0.071764,-0.380698
2321000000.0,0.091817,-0.410666
2328000000.0,0.092117,-0.445352
2335000000.0,0.087617,-0.487077
2342000000.0,0.077251,-0.532072
2349000000.0,0.048901,-0.575441
2356000000.0,0.008807,-0.611137
2363000000.0,-0.036801,-0.6355
2370000000.0,-0.078108,-0.656602
2377000000.0,-0.137457,-0.668636
2384000000.0,-0.192981,-0.676841
2391000000.0,-0.25154,-0.678062
2398000000.0,-0.302046,-0.664206
2405000000.0,-0.351918,-0.655082
2412000000.0,-0.401636,-0.638311
2419000000.0,-0.450854,-0.612004
2426000000.0,-0.502433,-0.580296
2433000000.0,-0.537696,-0.553785
2440000000.0,-0.575823,-0.518524
2447000000.0,-0.609855,-0.484894
2454000000.0,-0.639979,-0.44362
2461000000.0,-0.668043,-0.398012
2468000000.0,-0.693591,-0.35582
2475000000.0,-0.712148,-0.308703
2482000000.0,-0.74128,-0.215561
2489000000.0,-0.737878,-0.207111
2496000000.0,-0.746164,-0.159733
2503000000.0,-0.75071,-0.114038
2510000000.0,-0.749203,-0.069632
2517000000.0,-0.742087,-0.016304
2524000000.0,-0.731958,0.036329
2531000000.0,-0.712053,0.079983
2538000000.0,-0.694259,0.124138
2545000000.0,-0.667149,0.172062
2552000000.0,-0.637571,0.200896
2559000000.0,-0.605022,0.237869
2566000000.0,-0.569462,0.261859
2573000000.0,-0.53339,0.274881
2580000000.0,-0.493082,0.292814
2587000000.0,-0.451154,0.304528
2594000000.0,-0.417106,0.301247
2601000000.0,-0.385521,0.295261
2608000000.0,-0.361973,0.286977
2615000000.0,-0.341856,0.268267
2622000000.0,-0.325964,0.262805
2629000000.0,-0.344791,0.209648
2636000000.0,-0.308981,0.237574
2643000000.0,-0.306929,0.227002
2650000000.0,-0.30788,0.225347
2657000000.0,-0.312828,0.223039
2664000000.0,-0.322975,0.220778
2671000000.0,-0.329367,0.217912
2678000000.0,-0.339865,0.22758
2685000000.0,-0.345329,0.243503
2692000000.0,-0.353285,0.257371
2699000000.0,-0.359487,0.272839
2706000000.0,-0.365805,0.285854
2713000000.0,-0.379289,0.300363
2720000000.0,-0.380967,0.326409
2727000000.0,-0.380423,0.347981
2734000000.0,-0.3844,0.367764
2741000000.0,-0.379633,0.395543
2748000000.0,-0.36877,0.421991
2755000000.0,-0.362466,0.445161
2762000000.0,-0.340344,0.476804
