Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.781161,0.531286
1607000000.0,-0.760615,0.560432
1614000000.0,-0.732482,0.597963
1621000000.0,-0.704854,0.63221
1628000000.0,-0.669463,0.663785
1635000000.0,-0.638593,0.692959
1642000000.0,-0.578364,0.733135
1649000000.0,-0.466831,0.807213
1656000000.0,-0.527591,0.769927
1663000000.0,-0.490057,0.79296
1670000000.0,-0.450235,0.815948
1677000000.0,-0.407861,0.835752
1684000000.0,-0.373193,0.849228
1691000000.0,-0.333751,0.865882
1698000000.0,-0.290525,0.885476
1705000000.0,-0.24182,0.899389
1712000000.0,-0.196563,0.906202
1719000000.0,-0.163505,0.914336
1726000000.0,-0.116086,0.919179
1733000000.0,-0.075486,0.921194
1740000000.0,-0.035014,0.923901
1747000000.0,0.006423,0.920504
1754000000.0,0.060226,0.912947
1761000000.0,0.100382,0.907038
1768000000.0,0.142207,0.895642
1775000000.0,0.187833,0.884325
1782000000.0,0.22186,0.872937
1789000000.0,0.271106,0.855906
1796000000.0,0.304727,0.849449
1803000000.0,0.340475,0.828751
1810000000.0,0.38284,0.810739
1817000000.0,0.421965,0.782803
1824000000.0,0.482802,0.748107
1831000000.0,0.496506,0.736174
1838000000.0,0.526195,0.705821
1845000000.0,0.558096,0.671683
1852000000.0,0.584056,0.63517
1859000000.0,0.614094,0.617642
1866000000.0,0.636291,0.588556
1873000000.0,0.66009,0.547758
1880000000.0,0.693645,0.504776
1887000000.0,0.712583,0.471939
1894000000.0,0.733544,0.430648
1901000000.0,0.752322,0.394361
1908000000.0,0.76043,0.34427
1915000000.0,0.77028,0.299369
1922000000.0,0.77883,0.259584
1929000000.0,0.787266,0.215506
1936000000.0,0.789222,0.166341
1943000000.0,0.789709,0.121223
1950000000.0,0.786532,0.078997
1957000000.0,0.778407,0.044167
1964000000.0,0.764447,-0.001738
1971000000.0,0.745596,-0.037003
1978000000.0,0.726593,-0.079992
1985000000.0,0.706077,-0.117299
1992000000.0,0.683233,-0.143271
1999000000.0,0.654911,-0.171945
2006000000.0,0.628815,-0.193438
2013000000.0,0.602379,-0.207987
2020000000.0,0.577024,-0.221225
2027000000.0,0.553378,-0.225929
2034000000.0,0.531767,-0.229077
2041000000.0,0.513518,-0.232764
2048000000.0,0.503195,-0.227399
2055000000.0,0.495746,-0.232275
2062000000.0,0.492787,-0.234333
2069000000.0,0.489551,-0.239939
2076000000.0,0.491351,-0.250396
2083000000.0,0.501736,-0.258191
2090000000.0,0.501204,-0.278912
2097000000.0,0.507934,-0.3027
2104000000.0,0.506814,-0.327073
2111000000.0,0.502296,-0.35921
2118000000.0,0.499026,-0.388244
2125000000.0,0.484345,-0.422922
2132000000.0,0.4634,-0.457645
2139000000.0,0.435329,-0.489915
2146000000.0,0.407707,-0.516714
2153000000.0,0.366763,-0.541922
2160000000.0,0.331872,-0.558776
2167000000.0,0.286066,-0.579664
2174000000.0,0.250226,-0.585419
2181000000.0,0.202068,-0.592106
2188000000.0,0.157438,-0.588384
2195000000.0,0.114039,-0.57996
2202000000.0,0.081063,-0.561754
2209000000.0,0.047887,-0.541789
2216000000.0,0.021847,-0.52132
2223000000.0,0.00346,-0.495665
2230000000.0,-0.013084,-0.467156
2237000000.0,-0.026443,-0.441245
2244000000.0,-0.028944,-0.413233
2251000000.0,-0.033879,-0.390487
2258000000.0,-0.017854,-0.367149
2265000000.0,-0.011161,-0.349932
2272000000.0,0.005892,-0.333903
2279000000.0,0.02322,-0.32757
2286000000.0,0.038693,-0.329263
2293000000.0,0.047883,-0.337766
2300000000.0,0.061516,-0.350016
2307000000.0,0.06575,-0.366064
2314000000.0,0.070838,-0.386739
2321000000.0,0.079262,-0.407979
2328000000.0,0.081733,-0.427275
2335000000.0,0.08331,-0.456002
2342000000.0,0.040654,-0.484885
2349000000.0,0.066509,-0.512392
2356000000.0,0.048368,-0.546843
2363000000.0,0.020022,-0.578868
2370000000.0,-0.000612,-0.608155
2377000000.0,-0.04497,-0.634689
2384000000.0,-0.090563,-0.657482
2391000000.0,-0.137721,-0.676911
2398000000.0,-0.191419,-0.682192
2405000000.0,-0.239933,-0.688043
2412000000.0,-0.303326,-0.691055
2419000000.0,-0.358857,-0.677067
2426000000.0,-0.402235,-0.66282
2433000000.0,-0.458397,-0.637541
2440000000.0,-0.507486,-0.611143
2447000000.0,-0.553304,-0.587054
2454000000.0,-0.59074,-0.553782
2461000000.0,-0.549204,-0.607698
2468000000.0,-0.66608,-0.475267
2475000000.0,-0.691554,-0.430761
2482000000.0,-0.715702,-0.396655
2489000000.0,-0.763524,-0.255974
2496000000.0,-0.753604,-0.307902
2503000000.0,-0.762538,-0.269938
2510000000.0,-0.775455,-0.227087
2517000000.0,-0.790472,-0.112456
2524000000.0,-0.795474,-0.126922
2531000000.0,-0.793481,-0.091436
2538000000.0,-0.795977,-0.041796
2545000000.0,-0.792638,-0.001227
2552000000.0,-0.787336,0.038168
2559000000.0,-0.781775,0.090797
2566000000.0,-0.775493,0.128752
2573000000.0,-0.762283,0.169874
2580000000.0,-0.749059,0.212774
2587000000.0,-0.724945,0.264919
2594000000.0,-0.707797,0.300232
2601000000.0,-0.682614,0.334188
2608000000.0,-0.656184,0.363559
2615000000.0,-0.622988,0.403342
2622000000.0,-0.580084,0.438122
2629000000.0,-0.54657,0.459113
2636000000.0,-0.501446,0.48357
2643000000.0,-0.461012,0.501251
2650000000.0,-0.423172,0.517174
2657000000.0,-0.391493,0.509822
