Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.780906,0.523432
1607000000.0,-0.761402,0.551012
1614000000.0,-0.734029,0.59154
1621000000.0,-0.716307,0.606436
1628000000.0,-0.671794,0.656165
1635000000.0,-0.650515,0.677653
1642000000.0,-0.600312,0.712223
1649000000.0,-0.564054,0.743459
1656000000.0,-0.523912,0.766857
1663000000.0,-0.489507,0.78918
1670000000.0,-0.449078,0.813132
1677000000.0,-0.409506,0.832556
1684000000.0,-0.373127,0.847446
1691000000.0,-0.335491,0.864227
1698000000.0,-0.287622,0.880617
1705000000.0,-0.242667,0.891466
1712000000.0,-0.196713,0.902053
1719000000.0,-0.165003,0.910571
1726000000.0,-0.117537,0.916275
1733000000.0,-0.069752,0.918303
1740000000.0,-0.028847,0.92011
1747000000.0,0.008945,0.911595
1754000000.0,0.156642,0.890896
1761000000.0,0.108812,0.897573
1768000000.0,0.143783,0.890613
1775000000.0,0.188447,0.883018
1782000000.0,0.229522,0.869989
1789000000.0,0.267496,0.85373
1796000000.0,0.310232,0.837932
1803000000.0,0.347288,0.816324
1810000000.0,0.386157,0.793711
1817000000.0,0.425336,0.771907
1824000000.0,0.463073,0.753469
1831000000.0,0.500763,0.717696
1838000000.0,0.52545,0.690633
1845000000.0,0.553347,0.654924
1852000000.0,0.586892,0.616588
1859000000.0,0.605236,0.590525
1866000000.0,0.638382,0.559471
1873000000.0,0.662843,0.523784
1880000000.0,0.681632,0.485821
1887000000.0,0.707679,0.430621
1894000000.0,0.72395,0.393669
1901000000.0,0.736451,0.351143
1908000000.0,0.739868,0.300082
1915000000.0,0.744813,0.259502
1922000000.0,0.744996,0.215902
1929000000.0,0.74689,0.175788
1936000000.0,0.740191,0.138512
1943000000.0,0.728033,0.097235
1950000000.0,0.715384,0.056882
1957000000.0,0.699726,0.01908
1964000000.0,0.677362,-0.013586
1971000000.0,0.65192,-0.036727
1978000000.0,0.629116,-0.054736
1985000000.0,0.607058,-0.072345
1992000000.0,0.588756,-0.087088
1999000000.0,0.566737,-0.097452
2006000000.0,0.553683,-0.094364
2013000000.0,0.543842,-0.102469
2020000000.0,0.538076,-0.099481
2027000000.0,0.538059,-0.100857
2034000000.0,0.54587,-0.087999
2041000000.0,0.545661,-0.110642
2048000000.0,0.554047,-0.125095
2055000000.0,0.566479,-0.137718
2062000000.0,0.577036,-0.15654
2069000000.0,0.584044,-0.185013
2076000000.0,0.586011,-0.216685
2083000000.0,0.585916,-0.258427
2090000000.0,0.584975,-0.291472
2097000000.0,0.572306,-0.33564
2104000000.0,0.561705,-0.36654
2111000000.0,0.533459,-0.414422
2118000000.0,0.511302,-0.445142
2125000000.0,0.476014,-0.47741
2132000000.0,0.439963,-0.504404
2139000000.0,0.392811,-0.524985
2146000000.0,0.34808,-0.536312
2153000000.0,0.309461,-0.53885
2160000000.0,0.259999,-0.540155
2167000000.0,0.214871,-0.533004
2174000000.0,0.171858,-0.518312
2181000000.0,0.154643,-0.497251
2188000000.0,0.106035,-0.47509
2195000000.0,0.09216,-0.44469
2202000000.0,0.082597,-0.417735
2209000000.0,0.081644,-0.388905
2216000000.0,0.084762,-0.363126
2223000000.0,0.09822,-0.340577
2230000000.0,0.112464,-0.324166
2237000000.0,0.12928,-0.317308
2244000000.0,0.152174,-0.315562
2251000000.0,0.178051,-0.317578
2258000000.0,0.198854,-0.327582
2265000000.0,0.222934,-0.342043
2272000000.0,0.232578,-0.368776
2279000000.0,0.240508,-0.396744
2286000000.0,0.247167,-0.432689
2293000000.0,0.241108,-0.475631
2300000000.0,0.179102,-0.534997
2307000000.0,0.199641,-0.561802
2314000000.0,0.184123,-0.59827
2321000000.0,0.154307,-0.629712
2328000000.0,0.124966,-0.650792
2335000000.0,0.085695,-0.684377
2342000000.0,0.054737,-0.70174
2349000000.0,0.015439,-0.721642
2356000000.0,-0.025379,-0.736401
2363000000.0,-0.075637,-0.748881
2370000000.0,-0.128594,-0.755315
2377000000.0,-0.171084,-0.757289
2384000000.0,-0.218638,-0.760379
2391000000.0,-0.279555,-0.75726
2398000000.0,-0.326315,-0.742832
2405000000.0,-0.37668,-0.732173
2412000000.0,-0.437524,-0.709984
2419000000.0,-0.475428,-0.694904
2426000000.0,-0.522199,-0.660659
2433000000.0,-0.575048,-0.623314
2440000000.0,-0.605565,-0.601948
2447000000.0,-0.642467,-0.568195
2454000000.0,-0.673783,-0.52832
2461000000.0,-0.700597,-0.48885
2468000000.0,-0.735509,-0.437473
2475000000.0,-0.756061,-0.397036
2482000000.0,-0.776175,-0.349469
2489000000.0,-0.793351,-0.299071
2496000000.0,-0.801414,-0.262697
2503000000.0,-0.812893,-0.219265
2510000000.0,-0.81757,-0.170572
2517000000.0,-0.816376,-0.129687
2524000000.0,-0.819782,-0.080268
2531000000.0,-0.819487,-0.037455
2538000000.0,-0.813292,0.0041
2545000000.0,-0.8106,0.058579
2552000000.0,-0.801318,0.09739
2559000000.0,-0.791047,0.13946
2566000000.0,-0.775607,0.183135
2573000000.0,-0.759264,0.231582
2580000000.0,-0.735069,0.266695
2587000000.0,-0.709101,0.311534
2594000000.0,-0.684177,0.342651
2601000000.0,-0.650887,0.37851
2608000000.0,-0.622525,0.399058
2615000000.0,-0.580072,0.430539
2622000000.0,-0.539984,0.461168
2629000000.0,-0.499843,0.475951
2636000000.0,-0.453143,0.482658
2643000000.0,-0.40774,0.491962
2650000000.0,-0.371966,0.495593
2657000000.0,-0.347606,0.485949
2664000000.0,-0.314395,0.481855
2671000000.0,-0.288084,0.469304
2678000000.0,-0.270225,0.46155
2685000000.0,-0.219371,0.460794
2692000000.0,-0.243215,0.438815
2699000000.0,-0.235075,0.427108
2706000000.0,-0.186416,0.437372
2713000000.0,-0.240175,0.414551
2720000000.0,-0.238934,0.413315
2727000000.0,-0.246486,0.416223
2734000000.0,-0.242642,0.425259
2741000000.0,-0.246335,0.4323
2748000000.0,-0.2542,0.438301
2755000000.0,-0.247091,0.462024
2762000000.0,-0.248455,0.474479
2769000000.0,-0.220742,0.493965
2776000000.0,-0.208938,0.516877
2783000000.0,-0.184169,0.538535
2790000000.0,-0.168832,0.559162
2797000000.0,-0.139162,0.582059
2804000000.0,-0.114907,0.59856
2811000000.0,-0.09063,0.617787
2818000000.0,-0.057314,0.631748
2825000000.0,-0.032037,0.645007
2832000000.0,0.001618,0.652885
2839000000.0,0.030618,0.657604
2846000000.0,0.06018,0.6578
2853000000.0,0.100281,0.651555
2860000000.0,0.13228,0.643537
2867000000.0,0.168994,0.635007
2874000000.0,0.198062,0.620516
2881000000.0,0.227754,0.609833
2888000000.0,0.261361,0.596022
2895000000.0,0.29051,0.574536
2902000000.0,0.302547,0.570478
2909000000.0,0.340584,0.545164
2916000000.0,0.351913,0.532727
2923000000.0,0.38238,0.508066
2930000000.0,0.402252,0.487499
2937000000.0,0.419661,0.472076
2944000000.0,0.442747,0.443898
2951000000.0,0.452721,0.433698
2958000000.0,0.468551,0.406513
2965000000.0,0.479399,0.389461
2972000000.0,0.491453,0.372399
2979000000.0,0.5157,0.321026
2986000000.0,0.521879,0.320398
2993000000.0,0.529891,0.289836
3000000000.0,0.539496,0.264166
