Freq_1,Freq_2,Freq_3,Freq_4,Freq_5,Freq_6,Freq_7,Freq_8,Freq_9,Freq_10,Freq_11,Freq_12,Freq_13,Freq_14,Freq_15,Freq_16,Freq_17,Freq_18,Freq_19,Freq_20,Freq_21,Freq_22,Freq_23,Freq_24,Freq_25,Freq_26,Freq_27,Freq_28,Freq_29,Freq_30,Freq_31,Freq_32,Freq_33,Freq_34,Freq_35,Freq_36,Freq_37,Freq_38,Freq_39,Freq_40,Freq_41,Freq_42,Freq_43,Freq_44,Freq_45,Freq_46,Freq_47,Freq_48,Freq_49,Freq_50,Freq_51,Freq_52,Freq_53,Freq_54,Freq_55,Freq_56,Freq_57,Freq_58,Freq_59,Freq_60,Freq_61,Freq_62,Freq_63,Freq_64,Freq_65,Freq_66,Freq_67,Freq_68,Freq_69,Freq_70,Freq_71,Freq_72,Freq_73,Freq_74,Freq_75,Freq_76,Freq_77,Freq_78,Freq_79,Freq_80,Freq_81,Freq_82,Freq_83,Freq_84,Freq_85,Freq_86,Freq_87,Freq_88,Freq_89,Freq_90,Freq_91,Freq_92,Freq_93,Freq_94,Freq_95,Freq_96,Freq_97,Freq_98,Freq_99,Freq_100,Freq_101,Freq_102,Freq_103,Freq_104,Freq_105,Freq_106,Freq_107,Freq_108,Freq_109,Freq_110,Freq_111,Freq_112,Freq_113,Freq_114,Freq_115,Freq_116,Freq_117,Freq_118,Freq_119,Freq_120,Freq_121,Freq_122,Freq_123,Freq_124,Freq_125,Freq_126,Freq_127,Freq_128,Freq_129,Freq_130,Freq_131,Freq_132,Freq_133,Freq_134,Freq_135,Freq_136,Freq_137,Freq_138,Freq_139,Freq_140,Freq_141,Freq_142,Freq_143,Freq_144,Freq_145,Freq_146,Freq_147,Freq_148,Freq_149,Freq_150,Freq_151,Freq_152,Freq_153,Freq_154,Freq_155,Freq_156,Freq_157,Freq_158,Freq_159,Freq_160,Freq_161,Freq_162,Freq_163,Freq_164,Freq_165,Freq_166,Freq_167,Freq_168,Freq_169,Freq_170,Freq_171,Freq_172,Freq_173,Freq_174,Freq_175,Freq_176,Freq_177,Freq_178,Freq_179,Freq_180,Freq_181,Freq_182,Freq_183,Freq_184,Freq_185,Freq_186,Freq_187,Freq_188,Freq_189,Freq_190,Freq_191,Freq_192,Freq_193,Freq_194,Freq_195,Freq_196,Freq_197,Freq_198,Freq_199,Freq_200,Freq_201
-0.352881610028333,-0.358481624987426,-0.275748698195163,-0.31237263212185,-0.274033846888713,-0.2615244946695,-0.266610006997747,-0.216084613544488,-0.167191439165063,-0.20426684028043,-0.176727296215016,-0.107051049903498,-0.154986317193908,-0.1351191434146,-0.166277019673574,-0.0629555014998008,-0.101709547367777,-0.100217834880872,-0.148913271982693,-0.107545203784835,-0.0733717387338947,-0.114525677292171,-0.101178529199568,0.0044589444793503,-0.0463211333015661,-0.0723126959345264,-0.0482132555235597,-0.0711579793351782,-0.0700452019075036,0.00448589838188805,-0.0989011039723612,-0.0565600675867916,-0.0931185106235216,-0.0287941915691829,-0.021414699433627,-0.0720335918391854,-0.0774508333632523,-0.0827845446713766,-0.0922467112523158,-0.104392769323945,-0.134586254659837,-0.162211548400508,-0.197154259376305,-0.226664630381494,-0.281031374883234,-0.36249044227494,-0.45402867495877,-0.525964906806102,-0.602357690324791,-0.684720003184869,-0.776757540177989,-0.892411739315372,-1.03109478077272,-1.19847866726403,-1.38953603855419,-1.61740401161165,-1.87672707491294,-2.17176396687488,-2.50180494314769,-2.85311232266202,-3.21764751548639,-3.61111091831477,-3.96530096253249,-4.25614291060256,-4.46155664446723,-4.55099775545213,-4.53446554781697,-4.40983896056508,-4.21531418846876,-3.97602068249607,-3.70106548093929,-3.43233197847576,-3.17607218956825,-2.95255827417409,-2.75983705816307,-2.60219934965943,-2.49282049971679,-2.41774474470348,-2.37829594212747,-2.3733253244722,-2.39937304530692,-2.45986659706696,-2.54012110623864,-2.65228937977809,-2.79213377429375,-2.95725806891153,-3.14778492878699,-3.36493212599239,-3.59395668413371,-3.85966410524612,-4.13035184426817,-4.37422033377507,-4.63980443522622,-4.91382937242593,-5.19121776946096,-5.49358255596548,-5.81999671086117,-6.15578804885334,-6.51006189831755,-6.8955361346072,-7.28767711396429,-7.64181890300561,-7.94022730493049,-8.11604177292159,-8.07008650305541,-7.77272736291415,-7.20203604394585,-6.43482457891484,-5.5645242835877,-4.66701965981316,-3.81351213603778,-3.0385258642306,-2.37770633032967,-1.82623310489217,-1.37971965804833,-1.02176970674333,-0.740922019999544,-0.526736686648526,-0.353367415483348,-0.232312137226765,-0.12954673403283,-0.0467398637430886,-0.00467770986119113,0.0178982388730827,0.0169751675627706,0.00263971504060619,-0.0275613486177667,-0.0653804498503128,-0.103931283045584,-0.143050242910034,-0.191904164325673,-0.242106532684851,-0.289132113863057,-0.329256530149881,-0.373783814494445,-0.42661493275438,-0.485413652075493,-0.538498275243415,-0.596521301825095,-0.666650581873869,-0.728638660359429,-0.805121611742365,-0.922679697168242,-1.02346484192985,-1.11658828259959,-1.27089162322898,-1.43824978221892,-1.57252575917402,-1.68140519964504,-1.78971454861975,-1.93508184217032,-2.02089692026468,-2.0367207713689,-2.05692038181161,-2.08632629136291,-2.07080727964908,-2.01586677022336,-2.01855727741829,-1.97123432360425,-1.89119727451721,-1.83504658592182,-1.75947557303506,-1.69514950985487,-1.61098803562205,-1.51423059125366,-1.44068388327936,-1.3669870265756,-1.29766874247827,-1.2286151063735,-1.14135552608361,-1.10026241879072,-1.0089458155986,-0.983473904062718,-0.94951501076092,-0.916480551555607,-0.909258605025142,-0.919157812945301,-0.893322088411117,-0.90460956157125,-0.870007352585342,-0.888023449014455,-0.939459381494618,-0.960583833579537,-0.973228629389479,-0.999020531759387,-1.02042862203746,-1.05323439021627,-1.09674967800524,-1.12059761157058,-1.12177501361672,-1.15341675288425,-1.15012395537909,-1.15920656228342,-1.1515479150604,-1.14870618297719,-1.13487912377076,-1.16885660596998,-1.12965587704657,-1.1775676776692,-1.1756936889418,-1.11836898351365
