Freq (Hz),s21avg
1600000000.0,-0.15104681814526852
1601401401.4014015,-0.15099762364789593
1602802802.8028028,-0.15094842915052323
1604204204.2042043,-0.1508992346531506
1605605605.6056056,-0.15323021600313735
1607007007.0070071,-0.15842890122654413
1608408408.4084084,-0.16362758644995012
1609809809.80981,-0.16882627167335681
1611211211.2112112,-0.17402495689676287
1612612612.6126127,-0.17508940475218926
1614014014.014014,-0.1712721977763162
1615415415.4154155,-0.1674549908004427
1616816816.8168168,-0.1636377838245699
1618218218.2182183,-0.1598205768486963
1619619619.6196196,-0.15811697532279384
1621021021.0210211,-0.15885937453820623
1622422422.4224224,-0.15960177375361873
1623823823.823824,-0.16034417296903125
1625225225.2252252,-0.16108657218444372
1626626626.6266267,-0.16276615066678032
1628028028.028028,-0.1655087190571449
1629429429.4294295,-0.1682512874475101
1630830830.8308308,-0.1709938558378748
1632232232.2322323,-0.1737364242282399
1633633633.6336336,-0.17641516002257318
1635035035.0350351,-0.17902293251803528
1636436436.4364364,-0.1816307050134968
1637837837.837838,-0.1842384775089589
1639239239.2392392,-0.1868462500044204
1640640640.6406407,-0.1869566514211032
1642042042.042042,-0.18434580291817684
1643443443.4434435,-0.18173495441525012
1644844844.8448448,-0.17912410591232375
1646246246.2462463,-0.17651325740939686
1647647647.6476476,-0.17598246391722686
1649049049.0490491,-0.17767324918693297
1650450450.4504504,-0.17936403445663884
1651851851.851852,-0.18105481972634505
1653253253.2532532,-0.18274560499605078
1654654654.6546547,-0.18408300092989294
1656056056.056056,-0.18505044296786394
1657457457.4574575,-0.18601788500583516
1658858858.8588588,-0.1869853270438062
1660260260.2602603,-0.18795276908177752
1661661661.6616616,-0.1873524402854915
1663063063.0630631,-0.18514336356293754
1664464464.4644644,-0.18293428684038404
1665865865.865866,-0.18072521011783
1667267267.2672672,-0.17851613339527653
1668668668.6686687,-0.17916259391420244
1670070070.07007,-0.1826812019604371
1671471471.4714715,-0.18619981000667227
1672872872.8728728,-0.1897184180529069
1674274274.2742743,-0.19323702609914217
1675675675.6756756,-0.19450961502616665
1677077077.0770772,-0.19356785345824143
1678478478.4784784,-0.19262609189031657
1679879879.87988,-0.19168433032239146
1681281281.2812812,-0.19074256875446646
1682682682.6826828,-0.18941182705465362
1684084084.084084,-0.18770518468466832
1685485485.4854856,-0.18599854231468296
1686886886.8868868,-0.18429189994469766
1688288288.2882884,-0.18258525757471214
1689689689.6896896,-0.1851298517472355
1691091091.0910912,-0.1917013449872378
1692492492.4924924,-0.19827283822723904
1693893893.893894,-0.2048443314672414
1695295295.2952952,-0.21141582470724252
1696696696.6966968,-0.212116164740014
1698098098.098098,-0.20736540707416293
1699499499.4994996,-0.2026146494083109
1700900900.9009008,-0.1978638917424598
1702302302.3023024,-0.1931131340766078
1703703703.7037036,-0.1921820559965742
1705105105.1051052,-0.19472702860637534
1706506506.5065064,-0.19727200121617597
1707907907.907908,-0.19981697382597707
1709309309.3093092,-0.20236194643577768
1710710710.7107108,-0.20498710457996633
1712112112.112112,-0.2076837857024667
1713513513.5135136,-0.21038046682496772
1714914914.9149148,-0.21307714794746802
1716316316.3163164,-0.215773829069969
1717717717.7177176,-0.21673363475084984
1719119119.1191192,-0.21617499689364914
1720520520.5205204,-0.21561635903644835
1721921921.921922,-0.21505772117924768
1723323323.3233232,-0.21449908332204695
1724724724.7247248,-0.21566486631378512
1726126126.126126,-0.21830819828099984
1727527527.5275276,-0.2209515302482151
1728928928.9289289,-0.22359486221542962
1730330330.3303304,-0.2262381941826448
1731731731.7317317,-0.2267274407825208
1733133133.1331332,-0.225407778789035
1734534534.5345345,-0.22408811679554957
1735935935.935936,-0.22276845480206361
1737337337.3373373,-0.22144879280857793
1738738738.7387388,-0.2223703666440176
1740140140.14014,-0.22513645039645305
1741541541.5415416,-0.2279025341488887
1742942942.9429429,-0.23066861790132415
1744344344.3443444,-0.23343470165376
1745745745.7457457,-0.23565548628261052
1747147147.1471472,-0.23743647542103666
1748548548.5485485,-0.23921746455946258
1749949949.94995,-0.24099845369788894
1751351351.3513513,-0.24277944283631492
1752752752.7527528,-0.2447499697690674
1754154154.154154,-0.24687029790011003
1755555555.5555556,-0.24899062603115305
1756956956.9569569,-0.25111095416219575
1758358358.3583584,-0.25323128229323877
1759759759.75976,-0.2547456800161413
1761161161.1611612,-0.25579080557750866
1762562562.5625625,-0.2568359311388761
1763963963.963964,-0.25788105670024364
1765365365.3653655,-0.25892618226161124
1766766766.7667668,-0.261484600496601
1768168168.168168,-0.2651913964011609
1769569569.5695696,-0.26889819230572143
1770970970.970971,-0.2726049882102819
1772372372.3723724,-0.2763117841148416
1773773773.7737737,-0.27656047798532574
1775175175.1751752,-0.2742379790872073
1776576576.5765767,-0.2719154801890888
1777977977.977978,-0.2695929812909708
1779379379.3793793,-0.26727048239285284
1780780780.7807808,-0.2684833078845594
1782182182.1821823,-0.2722714725242946
1783583583.5835836,-0.2760596371640292
1784984984.9849849,-0.2798478018037638
1786386386.3863864,-0.28363596644349903
1787787787.787788,-0.2870506118830268
1789189189.1891892,-0.29019869563816303
1790590590.5905905,-0.2933467793932993
1791991991.991992,-0.2964948631484362
1793393393.3933935,-0.29964294690357307
1794794794.7947948,-0.3034194523623195
1796196196.196196,-0.3076352817696694
1797597597.5975976,-0.3118511111770199
1798998998.998999,-0.31606694058437035
1800400400.4004004,-0.32028276999172045
1801801801.8018017,-0.3220942666313966
1803203203.2032032,-0.32225932901377197
1804604604.6046047,-0.32242439139614715
1806006006.006006,-0.32258945377852244
1807407407.4074075,-0.3227545161608977
1808808808.8088088,-0.3231312717106624
1810210210.2102103,-0.3236500107572921
1811611611.6116116,-0.3241687498039215
1813013013.0130131,-0.3246874888505513
1814414414.4144144,-0.3252062278971807
1815815815.815816,-0.3285142897478243
1817217217.2172172,-0.3336545560979303
1818618618.6186187,-0.3387948224480373
1820020020.02002,-0.3439350887981433
1821421421.4214215,-0.3490753551482502
1822822822.8228228,-0.35322738403522197
1824224224.2242243,-0.35674372882895
1825625625.6256256,-0.3602600736226772
1827027027.0270271,-0.3637764184164051
1828428428.4284284,-0.3672927632101324
1829829829.82983,-0.37002959526561396
1831231231.2312312,-0.3722754441938928
1832632632.6326327,-0.37452129312217197
1834034034.034034,-0.37676714205045037
1835435435.4354355,-0.3790129909787298
1836836836.8368368,-0.3813846382396906
1838238238.2382383,-0.38383386334238095
1839639639.6396396,-0.3862830884450706
1841041041.0410411,-0.3887323135477609
1842442442.4424424,-0.3911815386504511
1843843843.843844,-0.3941378546291889
1845245245.2452452,-0.3974003118320271
1846646646.6466467,-0.40066276903486586
1848048048.048048,-0.4039252262377041
1849449449.4494495,-0.407187683440543
1850850850.8508508,-0.41169825281125144
1852252252.2522523,-0.41694641070277055
1853653653.6536536,-0.42219456859428917
1855055055.0550551,-0.42744272648580867
1856456456.4564564,-0.4326908843773274
1857857857.857858,-0.4377310573184808
1859259259.2592592,-0.44265093022796825
1860660660.6606607,-0.4475708031374567
1862062062.062062,-0.452490676046944
1863463463.4634635,-0.457410548956432
1864864864.8648648,-0.46130417860976086
1866266266.2662663,-0.4646169052407136
1867667667.6676676,-0.46792963187166586
1869069069.0690691,-0.47124235850261875
1870470470.4704704,-0.4745550851335706
1871871871.871872,-0.4774895414071495
1873273273.2732732,-0.4802144809860093
1874674674.6746747,-0.4829394205648702
1876076076.076076,-0.4856643601437296
1877477477.4774776,-0.4883892997225903
1878878878.8788788,-0.4944113327758473
1880280280.2802804,-0.5022200646211444
1881681681.6816816,-0.5100287964664405
1883083083.0830832,-0.5178375283117377
1884484484.4844844,-0.5256462601570339
1885885885.885886,-0.5331450001956072
1887287287.2872872,-0.5404794120856992
1888688688.6886888,-0.5478138239757927
1890090090.09009,-0.5551482358658845
1891491491.4914916,-0.5624826477559777
1892892892.8928928,-0.5670218065536357
1894294294.2942944,-0.5701116613221211
1895695695.6956956,-0.573201516090606
1897097097.0970972,-0.5762913708590915
1898498498.4984984,-0.5793812256275765
1899899899.8999,-0.5838774937624125
1901301301.3013012,-0.5890868773777818
1902702702.7027028,-0.594296260993152
1904104104.104104,-0.5995056446085211
1905505505.5055056,-0.6047150282238914
1906906906.9069068,-0.6114667098123612
1908308308.3083084,-0.6189830233104641
1909709709.7097096,-0.6264993368085657
1911111111.1111112,-0.6340156503066681
1912512512.5125124,-0.6415319638047695
1913913913.913914,-0.6531103067860705
1915315315.3153152,-0.6666573967420407
1916716716.7167168,-0.6802044866980129
1918118118.1181183,-0.6937515766539856
1919519519.5195196,-0.7072986666099554
1920920920.9209208,-0.7155029116947713
1922322322.3223224,-0.72117608687489
1923723723.723724,-0.726849262055009
1925125125.1251252,-0.7325224372351271
1926526526.5265265,-0.7381956124152446
1927927927.927928,-0.7447584823268063
1929329329.3293295,-0.751733237100873
1930730730.7307308,-0.7587079918749382
1932132132.132132,-0.7656827466490032
1933533533.5335336,-0.77265750142307
1934934934.934935,-0.7840203881317658
1936336336.3363364,-0.7973681469500228
1937737737.7377377,-0.8107159057682806
1939139139.1391392,-0.8240636645865407
1940540540.5405407,-0.8374114234047998
1941941941.941942,-0.8495160669554745
1943343343.3433433,-0.8610714311841801
1944744744.7447448,-0.872626795412888
1946146146.1461463,-0.884182159641596
