Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.764559,0.548851
1607000000.0,-0.745481,0.581496
1614000000.0,-0.715934,0.6171
1621000000.0,-0.688255,0.642546
1628000000.0,-0.656484,0.678248
1635000000.0,-0.621472,0.707026
1642000000.0,-0.586912,0.730506
1649000000.0,-0.531382,0.770315
1656000000.0,-0.505905,0.781114
1663000000.0,-0.469178,0.806841
1670000000.0,-0.425937,0.83178
1677000000.0,-0.385001,0.847772
1684000000.0,-0.339515,0.864655
1691000000.0,-0.302593,0.874316
1698000000.0,-0.258246,0.889665
1705000000.0,-0.220394,0.895078
1712000000.0,-0.163576,0.907688
1719000000.0,-0.132778,0.912039
1726000000.0,-0.113901,0.916309
1733000000.0,-0.036297,0.915789
1740000000.0,0.001894,0.918499
1747000000.0,0.044304,0.913943
1754000000.0,0.090192,0.901522
1761000000.0,0.126613,0.897303
1768000000.0,0.180086,0.882082
1775000000.0,0.206432,0.875796
1782000000.0,0.24556,0.859951
1789000000.0,0.294513,0.846339
1796000000.0,0.330225,0.828906
1803000000.0,0.37212,0.805545
1810000000.0,0.41055,0.787234
1817000000.0,0.443906,0.765135
1824000000.0,0.476331,0.745752
1831000000.0,0.513903,0.714969
1838000000.0,0.539352,0.688865
1845000000.0,0.5736,0.658509
1852000000.0,0.598542,0.625679
1859000000.0,0.627917,0.593959
1866000000.0,0.648897,0.556397
1873000000.0,0.681217,0.521915
1880000000.0,0.697225,0.486447
1887000000.0,0.725513,0.437732
1894000000.0,0.738684,0.407865
1901000000.0,0.755575,0.36667
1908000000.0,0.764969,0.31686
1915000000.0,0.773021,0.281748
1922000000.0,0.778529,0.230533
1929000000.0,0.787115,0.182451
1936000000.0,0.787192,0.147261
1943000000.0,0.786026,0.099101
1950000000.0,0.778496,0.060416
1957000000.0,0.771031,0.020352
1964000000.0,0.757124,-0.020498
1971000000.0,0.739043,-0.066031
1978000000.0,0.719003,-0.100619
1985000000.0,0.700807,-0.130173
1992000000.0,0.678666,-0.159145
1999000000.0,0.653047,-0.188229
2006000000.0,0.622921,-0.214923
2013000000.0,0.596548,-0.228152
2020000000.0,0.575034,-0.240827
2027000000.0,0.550198,-0.248001
2034000000.0,0.528363,-0.255329
2041000000.0,0.508241,-0.258317
2048000000.0,0.498986,-0.257173
2055000000.0,0.485623,-0.266628
2062000000.0,0.48021,-0.269016
2069000000.0,0.4813,-0.271996
2076000000.0,0.476736,-0.2862
2083000000.0,0.477544,-0.297016
2090000000.0,0.478729,-0.315195
2097000000.0,0.476854,-0.336567
2104000000.0,0.474115,-0.363061
2111000000.0,0.465149,-0.389409
2118000000.0,0.450592,-0.421409
2125000000.0,0.429697,-0.455694
2132000000.0,0.414352,-0.47359
2139000000.0,0.379733,-0.503491
2146000000.0,0.344076,-0.524528
2153000000.0,0.306027,-0.538775
2160000000.0,0.265577,-0.550524
2167000000.0,0.225485,-0.557298
2174000000.0,0.181568,-0.555978
2181000000.0,0.13883,-0.547151
2188000000.0,0.099967,-0.536788
2195000000.0,0.070021,-0.518803
2202000000.0,0.045846,-0.498162
2209000000.0,0.021908,-0.473013
2216000000.0,0.005814,-0.446968
2223000000.0,0.002105,-0.419566
2230000000.0,-0.006013,-0.392864
2237000000.0,-0.0033,-0.369361
2244000000.0,0.007138,-0.346304
2251000000.0,0.01588,-0.328804
2258000000.0,0.036606,-0.313153
2265000000.0,0.028239,-0.305285
2272000000.0,0.080354,-0.300258
2279000000.0,0.103119,-0.303453
2286000000.0,0.125059,-0.319236
2293000000.0,0.113342,-0.350334
2300000000.0,0.161537,-0.374628
2307000000.0,0.16493,-0.415406
2314000000.0,0.172146,-0.463494
2321000000.0,0.158473,-0.506433
2328000000.0,0.150419,-0.544507
2335000000.0,0.119715,-0.589967
2342000000.0,0.070811,-0.632541
2349000000.0,0.047428,-0.667383
2356000000.0,-0.006357,-0.695377
2363000000.0,-0.062686,-0.713329
2370000000.0,-0.119453,-0.722004
2377000000.0,-0.17419,-0.730919
2384000000.0,-0.242579,-0.727015
2391000000.0,-0.290873,-0.719829
2398000000.0,-0.343633,-0.706516
2405000000.0,-0.395955,-0.691807
2412000000.0,-0.446974,-0.672429
2419000000.0,-0.497392,-0.636093
2426000000.0,-0.538055,-0.608368
2433000000.0,-0.574026,-0.583772
2440000000.0,-0.617004,-0.537378
2447000000.0,-0.659776,-0.489616
2454000000.0,-0.674721,-0.461657
2461000000.0,-0.70283,-0.413929
2468000000.0,-0.723302,-0.374531
2475000000.0,-0.744855,-0.325338
2482000000.0,-0.753947,-0.274245
2489000000.0,-0.766744,-0.220342
2496000000.0,-0.780206,-0.177452
2503000000.0,-0.775415,-0.147652
2510000000.0,-0.777498,-0.097208
2517000000.0,-0.775957,-0.053094
2524000000.0,-0.772782,-0.007879
2531000000.0,-0.766566,0.046634
2538000000.0,-0.756632,0.085533
2545000000.0,-0.736121,0.131181
2552000000.0,-0.723125,0.169972
2559000000.0,-0.699227,0.212736
2566000000.0,-0.673688,0.25328
2573000000.0,-0.650064,0.283969
2580000000.0,-0.614658,0.317755
2587000000.0,-0.58384,0.341287
2594000000.0,-0.543147,0.364061
2601000000.0,-0.502608,0.385226
2608000000.0,-0.471866,0.385221
2615000000.0,-0.427648,0.394381
2622000000.0,-0.403127,0.390449
2629000000.0,-0.362074,0.391165
2636000000.0,-0.325389,0.387658
2643000000.0,-0.311065,0.374008
2650000000.0,-0.301168,0.361764
2657000000.0,-0.291957,0.347845
2664000000.0,-0.289313,0.34064
2671000000.0,-0.276835,0.336303
2678000000.0,-0.281643,0.333793
2685000000.0,-0.276589,0.334798
2692000000.0,-0.282309,0.332226
2699000000.0,-0.287005,0.33674
2706000000.0,-0.288851,0.348093
2713000000.0,-0.302716,0.356544
2720000000.0,-0.300112,0.375202
2727000000.0,-0.315014,0.384714
2734000000.0,-0.3112,0.407083
2741000000.0,-0.310783,0.425053
2748000000.0,-0.298542,0.448717
2755000000.0,-0.289589,0.473379
2762000000.0,-0.271759,0.494778
2769000000.0,-0.258242,0.521344
2776000000.0,-0.222082,0.544873
2783000000.0,-0.20043,0.562025
2790000000.0,-0.16385,0.582962
2797000000.0,-0.135585,0.608188
2804000000.0,-0.10508,0.62431
2811000000.0,-0.07382,0.637046
2818000000.0,-0.044086,0.648621
2825000000.0,0.004805,0.655512
2832000000.0,0.038641,0.65846
2839000000.0,0.064454,0.660284
2846000000.0,0.101193,0.654483
2853000000.0,0.120532,0.650204
2860000000.0,0.2376,0.602067
2867000000.0,0.194591,0.622678
2874000000.0,0.219552,0.607338
2881000000.0,0.260924,0.586312
2888000000.0,0.282075,0.570956
2895000000.0,0.314125,0.544432
2902000000.0,0.326211,0.540072
2909000000.0,0.358488,0.511983
2916000000.0,0.37875,0.489448
2923000000.0,0.394551,0.472831
2930000000.0,0.408905,0.456389
2937000000.0,0.430997,0.430661
2944000000.0,0.4439,0.412324
2951000000.0,0.452876,0.394146
2958000000.0,0.467867,0.373307
2965000000.0,0.482748,0.349373
2972000000.0,0.488861,0.332073
2979000000.0,0.498905,0.310365
2986000000.0,0.505794,0.282404
2993000000.0,0.519087,0.265151
3000000000.0,0.528448,0.23702
