Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.785178,0.525906
1607000000.0,-0.759227,0.566084
1614000000.0,-0.73383,0.598581
1621000000.0,-0.709829,0.633054
1628000000.0,-0.672236,0.662883
1635000000.0,-0.638729,0.695107
1642000000.0,-0.60562,0.718703
1649000000.0,-0.562741,0.747192
1656000000.0,-0.520168,0.776018
1663000000.0,-0.491056,0.797519
1670000000.0,-0.429633,0.82523
1677000000.0,-0.407352,0.838748
1684000000.0,-0.376563,0.851902
1691000000.0,-0.327504,0.86978
1698000000.0,-0.289382,0.886094
1705000000.0,-0.237832,0.89853
1712000000.0,-0.19322,0.90715
1719000000.0,-0.153814,0.913107
1726000000.0,-0.1142,0.923469
1733000000.0,-0.067115,0.920578
1740000000.0,-0.027867,0.923869
1747000000.0,0.016145,0.918963
1754000000.0,0.058503,0.91257
1761000000.0,0.109834,0.904449
1768000000.0,0.148524,0.898021
1775000000.0,0.189823,0.885591
1782000000.0,0.233457,0.870776
1789000000.0,0.269007,0.857658
1796000000.0,0.30546,0.841085
1803000000.0,0.436039,0.769823
1810000000.0,0.388125,0.80292
1817000000.0,0.441245,0.768064
1824000000.0,0.456608,0.762813
1831000000.0,0.497913,0.732289
1838000000.0,0.526224,0.701737
1845000000.0,0.560723,0.661815
1852000000.0,0.586157,0.640904
1859000000.0,0.612916,0.602936
1866000000.0,0.699394,0.490758
1873000000.0,0.662417,0.543985
1880000000.0,0.696383,0.494132
1887000000.0,0.714211,0.461633
1894000000.0,0.738725,0.417823
1901000000.0,0.750257,0.380466
1908000000.0,0.761612,0.331583
1915000000.0,0.772128,0.291017
1922000000.0,0.773883,0.250931
1929000000.0,0.781621,0.205283
1936000000.0,0.784405,0.164582
1943000000.0,0.779663,0.119937
1950000000.0,0.774115,0.078266
1957000000.0,0.770725,0.035657
1964000000.0,0.753899,-0.005458
1971000000.0,0.737462,-0.046131
1978000000.0,0.718713,-0.074704
1985000000.0,0.696785,-0.110378
1992000000.0,0.674935,-0.138262
1999000000.0,0.648176,-0.170755
2006000000.0,0.623268,-0.191886
2013000000.0,0.595285,-0.21023
2020000000.0,0.568478,-0.22283
2027000000.0,0.547588,-0.223177
2034000000.0,0.528088,-0.224966
2041000000.0,0.510842,-0.229896
2048000000.0,0.498577,-0.231874
2055000000.0,0.490557,-0.233037
2062000000.0,0.488873,-0.235274
2069000000.0,0.488938,-0.237571
2076000000.0,0.489419,-0.250004
2083000000.0,0.49214,-0.265062
2090000000.0,0.505023,-0.271817
2097000000.0,0.50071,-0.304399
2104000000.0,0.49526,-0.336033
2111000000.0,0.483324,-0.371123
2118000000.0,0.480392,-0.394718
2125000000.0,0.461056,-0.430579
2132000000.0,0.44007,-0.462773
2139000000.0,0.409212,-0.491297
2146000000.0,0.370786,-0.512505
2153000000.0,0.336998,-0.531853
2160000000.0,0.296122,-0.542377
2167000000.0,0.25786,-0.550597
2174000000.0,0.212252,-0.55687
2181000000.0,0.163737,-0.549195
2188000000.0,0.126903,-0.538454
2195000000.0,0.087657,-0.521302
2202000000.0,0.067061,-0.495804
2209000000.0,0.041344,-0.470405
2216000000.0,0.031207,-0.443006
2223000000.0,0.02189,-0.41649
2230000000.0,0.019713,-0.389438
2237000000.0,0.023321,-0.363832
2244000000.0,0.034589,-0.342825
2251000000.0,0.049773,-0.327623
2258000000.0,0.073192,-0.314971
2265000000.0,0.094872,-0.310187
2272000000.0,0.114844,-0.312627
2279000000.0,0.1354,-0.320455
2286000000.0,0.15409,-0.342155
2293000000.0,0.16964,-0.37068
2300000000.0,0.18008,-0.402694
2307000000.0,0.179819,-0.44472
2314000000.0,0.181022,-0.485214
2321000000.0,0.171741,-0.524855
2328000000.0,0.151539,-0.560656
2335000000.0,0.123541,-0.605653
2342000000.0,0.089978,-0.641173
2349000000.0,0.052005,-0.673158
2356000000.0,0.003197,-0.698498
2363000000.0,-0.041733,-0.718989
2370000000.0,-0.098413,-0.726205
2377000000.0,-0.156161,-0.739992
2384000000.0,-0.212936,-0.737721
2391000000.0,-0.225657,-0.752878
2398000000.0,-0.316604,-0.718117
2405000000.0,-0.369473,-0.705231
