Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.783605,0.528343
1607000000.0,-0.758394,0.5658
1614000000.0,-0.734645,0.594232
1621000000.0,-0.711926,0.628274
1628000000.0,-0.675429,0.656653
1635000000.0,-0.635088,0.692074
1642000000.0,-0.603642,0.719209
1649000000.0,-0.563499,0.747031
1656000000.0,-0.523671,0.772446
1663000000.0,-0.488824,0.795295
1670000000.0,-0.455715,0.813331
1677000000.0,-0.411027,0.838455
1684000000.0,-0.368142,0.85674
1691000000.0,-0.328967,0.872816
1698000000.0,-0.28447,0.887956
1705000000.0,-0.240638,0.896613
1712000000.0,-0.199606,0.905783
1719000000.0,-0.152639,0.913789
1726000000.0,-0.111557,0.915853
1733000000.0,-0.071057,0.922926
1740000000.0,-0.023799,0.924576
1747000000.0,0.022775,0.920321
1754000000.0,0.056281,0.91272
1761000000.0,0.108296,0.908121
1768000000.0,0.115687,0.90331
1775000000.0,0.193394,0.882977
1782000000.0,0.234147,0.869628
1789000000.0,0.275695,0.858013
1796000000.0,0.317674,0.840311
1803000000.0,0.346571,0.823349
1810000000.0,0.392763,0.801644
1817000000.0,0.430372,0.780693
1824000000.0,0.460748,0.76235
1831000000.0,0.500934,0.730049
1838000000.0,0.5326,0.694787
1845000000.0,0.559864,0.664494
1852000000.0,0.589151,0.63917
1859000000.0,0.612557,0.601101
1866000000.0,0.637609,0.566918
1873000000.0,0.660785,0.529724
1880000000.0,0.691217,0.487092
1887000000.0,0.713575,0.441338
1894000000.0,0.72347,0.41008
1901000000.0,0.743586,0.367229
1908000000.0,0.753178,0.312771
1915000000.0,0.754869,0.281385
1922000000.0,0.75719,0.238976
1929000000.0,0.762941,0.193642
1936000000.0,0.76107,0.150083
1943000000.0,0.756113,0.108496
1950000000.0,0.745702,0.072096
1957000000.0,0.73666,0.027155
1964000000.0,0.716939,-0.004745
1971000000.0,0.697864,-0.038562
1978000000.0,0.676639,-0.063904
1985000000.0,0.653657,-0.093275
1992000000.0,0.634022,-0.110287
1999000000.0,0.608878,-0.132928
2006000000.0,0.590814,-0.137695
2013000000.0,0.568905,-0.150735
2020000000.0,0.549223,-0.154389
2027000000.0,0.533619,-0.164487
2034000000.0,0.527583,-0.156499
2041000000.0,0.525039,-0.153972
2048000000.0,0.521394,-0.163754
2055000000.0,0.526433,-0.166603
2062000000.0,0.530448,-0.180387
2069000000.0,0.543187,-0.189527
2076000000.0,0.547995,-0.215786
2083000000.0,0.563269,-0.224542
2090000000.0,0.56797,-0.26334
2097000000.0,0.573549,-0.289385
2104000000.0,0.565785,-0.334669
2111000000.0,0.568619,-0.364054
2118000000.0,0.549912,-0.406086
2125000000.0,0.535942,-0.441484
2132000000.0,0.512809,-0.478398
2139000000.0,0.487075,-0.506835
2146000000.0,0.4457,-0.545368
2153000000.0,0.422597,-0.56564
2160000000.0,0.378942,-0.58812
2167000000.0,0.331807,-0.608977
2174000000.0,0.292001,-0.617241
2181000000.0,0.241536,-0.623495
2188000000.0,0.194529,-0.626626
2195000000.0,0.154626,-0.622995
2202000000.0,0.118091,-0.610708
2209000000.0,0.082974,-0.595831
2216000000.0,0.054309,-0.581084
2223000000.0,0.025102,-0.560261
2230000000.0,0.00329,-0.536985
2237000000.0,-0.012598,-0.515956
2244000000.0,-0.020134,-0.499289
2251000000.0,-0.03212,-0.482859
2258000000.0,-0.033281,-0.464444
2265000000.0,-0.038536,-0.447546
2272000000.0,-0.03745,-0.435828
2279000000.0,-0.041583,-0.421247
2286000000.0,-0.048122,-0.414598
2293000000.0,-0.051509,-0.40928
2300000000.0,-0.057402,-0.401072
2307000000.0,-0.058076,-0.395737
2314000000.0,-0.050506,-0.39384
2321000000.0,-0.047763,-0.393152
2328000000.0,-0.037396,-0.395296
2335000000.0,-0.03065,-0.4078
2342000000.0,-0.02254,-0.419527
2349000000.0,-0.018639,-0.438599
2356000000.0,-0.017678,-0.462739
2363000000.0,-0.018884,-0.489191
2370000000.0,-0.033352,-0.519896
2377000000.0,-0.055551,-0.548133
2384000000.0,-0.084723,-0.579238
2391000000.0,-0.131692,-0.602343
2398000000.0,-0.174499,-0.619489
2405000000.0,-0.218242,-0.634388
2412000000.0,-0.276565,-0.640539
2419000000.0,-0.337875,-0.631909
2426000000.0,-0.373703,-0.625669
2433000000.0,-0.386176,-0.642527
2440000000.0,-0.479575,-0.586018
2447000000.0,-0.525666,-0.561988
2454000000.0,-0.556856,-0.533731
2461000000.0,-0.599238,-0.491139
2468000000.0,-0.634391,-0.459802
2475000000.0,-0.661289,-0.425884
2482000000.0,-0.690908,-0.380109
2489000000.0,-0.703045,-0.342613
2496000000.0,-0.729609,-0.289249
2503000000.0,-0.744719,-0.255775
2510000000.0,-0.754302,-0.212051
2517000000.0,-0.767761,-0.121451
2524000000.0,-0.767754,-0.132712
2531000000.0,-0.771877,-0.087206
2538000000.0,-0.77278,-0.05068
2545000000.0,-0.770234,0.017856
2552000000.0,-0.770372,0.039131
2559000000.0,-0.76316,0.084066
2566000000.0,-0.757186,0.134374
2573000000.0,-0.744938,0.167231
2580000000.0,-0.728598,0.205566
2587000000.0,-0.711367,0.255626
2594000000.0,-0.692174,0.289972
2601000000.0,-0.660809,0.329803
2608000000.0,-0.635066,0.355894
2615000000.0,-0.604806,0.391896
2622000000.0,-0.566651,0.426917
2629000000.0,-0.527086,0.448538
2636000000.0,-0.485027,0.46719
2643000000.0,-0.443235,0.48092
2650000000.0,-0.410777,0.483194
2657000000.0,-0.37483,0.491358
2664000000.0,-0.338879,0.497381
2671000000.0,-0.310902,0.493424
2678000000.0,-0.282967,0.481951
2685000000.0,-0.25912,0.476497
2692000000.0,-0.235362,0.466979
2699000000.0,-0.22681,0.453507
2706000000.0,-0.212105,0.444106
2713000000.0,-0.210759,0.43659
2720000000.0,-0.211199,0.43052
2727000000.0,-0.212645,0.428142
2734000000.0,-0.211494,0.425022
2741000000.0,-0.20933,0.428001
2748000000.0,-0.20671,0.436937
2755000000.0,-0.200686,0.447418
2762000000.0,-0.194507,0.454895
2769000000.0,-0.189223,0.470452
2776000000.0,-0.177693,0.488113
2783000000.0,-0.16303,0.50326
2790000000.0,-0.134842,0.525895
2797000000.0,-0.123247,0.534011
2804000000.0,-0.094772,0.559773
2811000000.0,-0.075427,0.578118
2818000000.0,-0.043973,0.593081
2825000000.0,-0.025002,0.602012
2832000000.0,0.002735,0.610457
2839000000.0,0.029218,0.612649
2846000000.0,0.052011,0.615637
2853000000.0,0.082937,0.612497
2860000000.0,0.116547,0.612895
2867000000.0,0.153628,0.599675
2874000000.0,0.180443,0.591254
2881000000.0,0.205838,0.583287
2888000000.0,0.231718,0.570338
