Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.772716,0.538433
1607000000.0,-0.75501,0.565715
1614000000.0,-0.731199,0.596534
1621000000.0,-0.700498,0.629463
1628000000.0,-0.66619,0.666657
1635000000.0,-0.720571,0.611946
1642000000.0,-0.603232,0.718736
1649000000.0,-0.556073,0.750245
1656000000.0,-0.515971,0.773469
1663000000.0,-0.483829,0.796617
1670000000.0,-0.449978,0.815041
1677000000.0,-0.4096,0.835706
1684000000.0,-0.363064,0.855949
1691000000.0,-0.326086,0.868031
1698000000.0,-0.276891,0.88774
1705000000.0,-0.232791,0.894697
1712000000.0,-0.188382,0.905012
1719000000.0,-0.142241,0.910465
1726000000.0,-0.107575,0.913888
1733000000.0,-0.065408,0.917296
1740000000.0,-0.014562,0.918048
1747000000.0,0.021764,0.916577
1754000000.0,0.071913,0.905876
1761000000.0,0.117852,0.897765
1768000000.0,0.165644,0.884862
1775000000.0,0.201931,0.877197
1782000000.0,0.240044,0.862999
1789000000.0,0.283164,0.848253
1796000000.0,0.317567,0.829755
1803000000.0,0.36399,0.805714
1810000000.0,0.400345,0.787961
1817000000.0,0.43619,0.762401
1824000000.0,0.463703,0.744198
1831000000.0,0.51348,0.708808
1838000000.0,0.537764,0.679395
1845000000.0,0.567458,0.644167
1852000000.0,0.584349,0.613838
1859000000.0,0.607875,0.579265
1866000000.0,0.640091,0.542186
1873000000.0,0.665595,0.505291
1880000000.0,0.685161,0.456769
1887000000.0,0.705556,0.413919
1894000000.0,0.719775,0.371579
1901000000.0,0.741394,0.288784
1908000000.0,0.73223,0.285392
1915000000.0,0.736333,0.239093
1922000000.0,0.729299,0.201873
1929000000.0,0.712233,0.224701
1936000000.0,0.715802,0.119644
1943000000.0,0.704058,0.085638
1950000000.0,0.689457,0.057127
1957000000.0,0.671219,0.018328
1964000000.0,0.652451,-0.006686
1971000000.0,0.62739,-0.027283
1978000000.0,0.60551,-0.045009
1985000000.0,0.585787,-0.056312
1992000000.0,0.571427,-0.064161
1999000000.0,0.559278,-0.074036
2006000000.0,0.550677,-0.070935
2013000000.0,0.542376,-0.076401
2020000000.0,0.542049,-0.081235
2027000000.0,0.546359,-0.085363
2034000000.0,0.549804,-0.093057
2041000000.0,0.558922,-0.098418
2048000000.0,0.569728,-0.117859
2055000000.0,0.581196,-0.138271
2062000000.0,0.587371,-0.166848
2069000000.0,0.596219,-0.194298
2076000000.0,0.595061,-0.235209
2083000000.0,0.554649,-0.328471
2090000000.0,0.585992,-0.305211
2097000000.0,0.56942,-0.346337
2104000000.0,0.551761,-0.385271
2111000000.0,0.52279,-0.422942
2118000000.0,0.491191,-0.455268
2125000000.0,0.454281,-0.48387
2132000000.0,0.418046,-0.500585
2139000000.0,0.369195,-0.517968
2146000000.0,0.326549,-0.522584
2153000000.0,0.276708,-0.524378
2160000000.0,0.233937,-0.518945
2167000000.0,0.199121,-0.500208
2174000000.0,0.164085,-0.482593
2181000000.0,0.13355,-0.462486
2188000000.0,0.120675,-0.435644
2195000000.0,0.10638,-0.408834
2202000000.0,0.106229,-0.381724
2209000000.0,0.112152,-0.354913
2216000000.0,0.124497,-0.337417
2223000000.0,0.139871,-0.320439
2230000000.0,0.159566,-0.313741
2237000000.0,0.18348,-0.311504
2244000000.0,0.20932,-0.318475
2251000000.0,0.229234,-0.333887
2258000000.0,0.246814,-0.353235
2265000000.0,0.263765,-0.380427
2272000000.0,0.271808,-0.408373
2279000000.0,0.274581,-0.443328
2286000000.0,0.269267,-0.484875
2293000000.0,0.24944,-0.528636
2300000000.0,0.231023,-0.574818
2307000000.0,0.199683,-0.616072
2314000000.0,0.162675,-0.650904
2321000000.0,0.141602,-0.680544
2328000000.0,0.100298,-0.704486
2335000000.0,0.052258,-0.734228
2342000000.0,0.012467,-0.750125
2349000000.0,-0.025885,-0.763307
2356000000.0,-0.087701,-0.773293
2363000000.0,-0.130399,-0.778235
2370000000.0,-0.189636,-0.77473
2377000000.0,-0.228321,-0.776728
2384000000.0,-0.293566,-0.761798
2391000000.0,-0.34034,-0.7546
2398000000.0,-0.391866,-0.727976
2405000000.0,-0.435903,-0.712068
2412000000.0,-0.478963,-0.694445
2419000000.0,-0.524465,-0.656921
2426000000.0,-0.569119,-0.620539
2433000000.0,-0.605402,-0.588469
2440000000.0,-0.638914,-0.555168
2447000000.0,-0.680076,-0.511097
2454000000.0,-0.701382,-0.474601
2461000000.0,-0.728631,-0.429037
2468000000.0,-0.747426,-0.394154
2475000000.0,-0.769518,-0.34367
2482000000.0,-0.779106,-0.310105
2489000000.0,-0.793803,-0.249802
2496000000.0,-0.801056,-0.213923
2503000000.0,-0.809697,-0.168789
2510000000.0,-0.807294,-0.126859
2517000000.0,-0.812844,-0.076928
2524000000.0,-0.803535,-0.027997
2531000000.0,-0.801206,0.017352
2538000000.0,-0.792914,0.059618
2545000000.0,-0.780933,0.09916
2552000000.0,-0.783487,0.078582
2559000000.0,-0.747041,0.184014
2566000000.0,-0.728444,0.222238
2573000000.0,-0.694238,0.282802
2580000000.0,-0.67719,0.299462
2587000000.0,-0.65025,0.333534
2594000000.0,-0.612261,0.363555
2601000000.0,-0.57535,0.383418
2608000000.0,-0.540386,0.405481
2615000000.0,-0.502175,0.413059
