Frequency (Hz),Real Part,Imaginary Part
1600000000.0,-0.787583,0.521746
1607000000.0,-0.761406,0.557437
1614000000.0,-0.735953,0.593679
1621000000.0,-0.707596,0.62201
1628000000.0,-0.678078,0.657737
1635000000.0,-0.637973,0.694839
1642000000.0,-0.602048,0.722045
1649000000.0,-0.568368,0.744777
1656000000.0,-0.52977,0.76845
1663000000.0,-0.495672,0.794104
1670000000.0,-0.457773,0.818493
1677000000.0,-0.424366,0.832109
1684000000.0,-0.372882,0.85717
1691000000.0,-0.337345,0.869157
1698000000.0,-0.289093,0.886808
1705000000.0,-0.24614,0.900558
1712000000.0,-0.201103,0.912215
1719000000.0,-0.278316,0.896352
1726000000.0,-0.124241,0.923481
1733000000.0,-0.077809,0.92606
1740000000.0,-0.039739,0.925212
1747000000.0,0.005644,0.924882
1754000000.0,0.049309,0.920069
1761000000.0,0.094486,0.910823
1768000000.0,0.140638,0.901225
1775000000.0,0.174344,0.895053
1782000000.0,0.228435,0.880925
1789000000.0,0.264221,0.868642
1796000000.0,0.299533,0.850629
1803000000.0,0.342996,0.827712
1810000000.0,0.384064,0.816277
1817000000.0,0.421118,0.794026
1824000000.0,0.452176,0.77547
1831000000.0,0.487376,0.746393
1838000000.0,0.523714,0.715148
1845000000.0,0.548788,0.688714
1852000000.0,0.577088,0.651882
1859000000.0,0.608866,0.61844
1866000000.0,0.635835,0.59945
1873000000.0,0.660461,0.560259
1880000000.0,0.691754,0.521012
1887000000.0,0.717617,0.481194
1894000000.0,0.740696,0.441105
1901000000.0,0.751266,0.412788
1908000000.0,0.765827,0.36401
1915000000.0,0.777419,0.325775
1922000000.0,0.784426,0.288653
1929000000.0,0.798107,0.235418
1936000000.0,0.801632,0.197092
1943000000.0,0.805705,0.156251
1950000000.0,0.804529,0.117356
1957000000.0,0.807314,0.07285
1964000000.0,0.799493,0.025832
1971000000.0,0.786595,-0.017386
1978000000.0,0.759343,-0.132993
1985000000.0,0.762723,-0.095099
1992000000.0,0.746154,-0.140579
1999000000.0,0.725353,-0.167627
2006000000.0,0.704723,-0.203044
2013000000.0,0.676237,-0.237776
2020000000.0,0.64947,-0.258371
2027000000.0,0.622647,-0.278828
2034000000.0,0.591909,-0.300458
2041000000.0,0.567843,-0.310513
2048000000.0,0.537513,-0.324304
2055000000.0,0.516229,-0.329727
2062000000.0,0.493874,-0.336065
2069000000.0,0.471644,-0.344088
2076000000.0,0.456464,-0.345492
2083000000.0,0.441204,-0.34772
2090000000.0,0.430664,-0.349172
2097000000.0,0.424103,-0.352922
2104000000.0,0.424056,-0.358822
2111000000.0,0.418679,-0.370376
2118000000.0,0.419805,-0.380551
2125000000.0,0.418355,-0.399029
2132000000.0,0.418068,-0.416279
2139000000.0,0.402197,-0.444335
2146000000.0,0.390233,-0.465525
